strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,494.900000,455.000000,525.000000,16.733922,794.566667,343.000000,1445.000000,277.899843,4.100000,0.000000,8.000000,1.647359,8128.000000,8128.000000,8128.000000,0.000000,494.900000,455.000000,525.000000,16.733922,824.000000,824.000000,824.000000,0.000000,8622.900000,8583.000000,8653.000000,16.733922,17.193333,17.100000,17.300000,0.036515
threshold,30,492.400000,463.000000,519.000000,14.102091,810.866667,448.000000,1339.000000,245.505353,4.266667,1.000000,8.000000,1.574218,8212.966667,8212.000000,8213.000000,0.182574,492.400000,463.000000,519.000000,14.102091,776.000000,776.000000,776.000000,0.000000,8705.366667,8676.000000,8732.000000,14.121354,17.366667,17.300000,17.400000,0.047946
