scenario,seed,requested_total_cycles,window_size,event_count,paired_event_count,pair_gap_min,pair_gap_max,cluster_event_count,cluster_bit_count,control_quantization,control_source,control_policy_schedule,control_policy_level_map_output,safe_interval,level_intervals,threshold_levels,threshold_intervals,strategy,total_cycles,scrub_cycles,reads,writes,corrected,uncorrectable_detections,unique_uncorrectable_words,interval_switches,safe_entries,safe_cycles,scrub_active_cycles,memory_busy_cycles,scrub_per_mille,busy_per_mille,safe_per_mille
upsets,5,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,470,470,747,7,1295,0,0,28550,7382,571,147,0
upsets,5,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,463,463,921,7,776,0,0,29597,7635,591,152,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,511,511,1091,8,0,0,0,41591,10623,831,212,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,511,511,407,8,1295,0,0,28591,7423,571,148,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,462,462,1175,8,776,0,0,29596,7634,591,152,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,511,511,978,0,0,0,0,41591,10623,831,212,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,489,489,733,1,1295,0,0,28569,7401,571,148,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,495,495,859,1,776,0,0,29629,7667,592,153,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,506,506,778,4,0,0,0,41586,10618,831,212,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,467,467,660,3,1295,0,0,28547,7379,570,147,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,477,477,864,3,776,0,0,29611,7649,592,152,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,478,478,1034,4,0,0,0,41558,10590,831,211,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,474,474,833,1,1295,0,0,28554,7386,571,147,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,466,466,915,2,776,0,0,29600,7638,592,152,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,521,521,541,4,0,0,0,41601,10633,832,212,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,473,473,647,3,1295,0,0,28553,7385,571,147,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,505,505,501,3,776,0,0,29639,7677,592,153,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,508,508,582,4,0,0,0,41588,10620,831,212,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,488,488,561,3,1295,0,0,28568,7400,571,148,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,508,508,466,3,776,0,0,29642,7680,592,153,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,520,520,732,2,0,0,0,41600,10632,832,212,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,498,498,723,2,1295,0,0,28578,7410,571,148,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,501,501,557,2,776,0,0,29635,7673,592,153,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,512,512,676,4,0,0,0,41592,10624,831,212,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,489,489,539,5,1295,0,0,28569,7401,571,148,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,504,504,490,5,776,0,0,29638,7676,592,153,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,508,508,973,4,0,0,0,41588,10620,831,212,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,457,457,1234,4,1295,0,0,28537,7369,570,147,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,456,456,1350,5,776,0,0,29590,7628,591,152,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,502,502,833,5,0,0,0,41582,10614,831,212,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,464,464,1007,6,1295,0,0,28544,7376,570,147,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,486,486,680,7,776,0,0,29620,7658,592,153,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,531,531,681,2,0,0,0,41611,10643,832,212,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,466,466,1017,4,1295,0,0,28546,7378,570,147,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,460,460,1170,5,776,0,0,29594,7632,591,152,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,499,499,981,6,0,0,0,41579,10611,831,212,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,471,471,903,8,1295,0,0,28551,7383,571,147,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,480,480,676,8,776,0,0,29614,7652,592,153,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,493,493,997,4,0,0,0,41573,10605,831,212,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,472,472,1026,3,1295,0,0,28552,7384,571,147,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,477,477,810,2,776,0,0,29611,7649,592,152,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,505,505,987,3,0,0,0,41585,10617,831,212,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,503,503,607,3,1295,0,0,28583,7415,571,148,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,492,492,904,3,776,0,0,29626,7664,592,153,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,510,510,708,3,0,0,0,41590,10622,831,212,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,488,488,622,3,1295,0,0,28568,7400,571,148,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,496,496,660,3,776,0,0,29629,7668,592,153,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,484,484,1189,4,0,0,0,41564,10596,831,211,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,462,462,1170,5,1295,0,0,28542,7374,570,147,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,480,480,729,4,776,0,0,29614,7652,592,153,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,514,514,1085,4,0,0,0,41594,10626,831,212,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,508,508,753,4,1295,0,0,28588,7420,571,148,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,485,485,1144,4,776,0,0,29619,7657,592,153,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,490,490,1111,5,0,0,0,41570,10602,831,212,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,466,466,995,5,1295,0,0,28546,7378,570,147,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,468,468,1002,6,776,0,0,29602,7640,592,152,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,504,504,1021,6,0,0,0,41584,10616,831,212,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,468,468,957,4,1295,0,0,28548,7380,570,147,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,455,455,1096,5,776,0,0,29589,7627,591,152,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,481,481,1339,6,0,0,0,41561,10593,831,211,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,457,457,1148,7,1295,0,0,28537,7369,570,147,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7171,471,471,918,8,776,0,0,29603,7642,592,152,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,522,522,612,4,0,0,0,41602,10634,832,212,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,507,507,382,4,1295,0,0,28587,7419,571,148,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,497,497,650,4,776,0,0,29631,7669,592,153,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,526,526,487,5,0,0,0,41606,10638,832,212,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,481,481,800,4,1295,0,0,28561,7393,571,147,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,485,485,940,4,776,0,0,29619,7657,592,153,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,485,485,1290,5,0,0,0,41565,10597,831,211,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,469,469,970,3,1295,0,0,28549,7381,570,147,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,447,447,1071,3,776,0,0,29581,7619,591,152,0
upsets,29,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,529,529,704,3,0,0,0,41609,10641,832,212,0
upsets,29,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,507,507,525,2,1295,0,0,28587,7419,571,148,0
upsets,29,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,488,488,778,2,776,0,0,29622,7660,592,153,0
upsets,30,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",fixed,50000,632,10112,524,524,529,4,0,0,0,41604,10636,832,212,0
upsets,30,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",table,50000,432,6912,490,490,581,4,1295,0,0,28570,7402,571,148,0
upsets,30,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map.csv,1,"120,115,110,105,100,90,80,70","2,1,4,3","115,100,80",threshold,50000,448,7172,497,497,540,3,776,0,0,29631,7669,592,153,0
