strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,497.800000,451.000000,523.000000,17.646725,1219.066667,605.000000,2125.000000,360.957246,4.566667,0.000000,8.000000,1.675036,10112.000000,10112.000000,10112.000000,0.000000,497.800000,451.000000,523.000000,17.646725,0.000000,0.000000,0.000000,0.000000,10609.800000,10563.000000,10635.000000,17.646725,21.176667,21.100000,21.200000,0.043018
table,30,470.533333,419.000000,495.000000,17.300056,1016.266667,707.000000,1582.000000,267.987639,4.933333,1.000000,10.000000,2.132399,6896.000000,6896.000000,6896.000000,0.000000,470.533333,419.000000,495.000000,17.300056,1295.000000,1295.000000,1295.000000,0.000000,7366.533333,7315.000000,7391.000000,17.300056,14.686667,14.600000,14.700000,0.034575
threshold,30,467.766667,406.000000,494.000000,21.726646,1007.766667,671.000000,1721.000000,281.390474,4.600000,1.000000,9.000000,2.343001,6528.000000,6528.000000,6528.000000,0.000000,467.766667,406.000000,494.000000,21.726646,776.000000,776.000000,776.000000,0.000000,6995.766667,6934.000000,7022.000000,21.726646,13.946667,13.800000,14.000000,0.057135
