strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,479.266667,452.000000,497.000000,12.068578,785.566667,433.000000,1341.000000,204.614471,4.633333,1.000000,10.000000,1.920548,6896.000000,6896.000000,6896.000000,0.000000,479.266667,452.000000,497.000000,12.068578,1295.000000,1295.000000,1295.000000,0.000000,7375.266667,7348.000000,7393.000000,12.068578,14.696667,14.600000,14.700000,0.018257
threshold,30,477.766667,422.000000,504.000000,18.812474,775.233333,437.000000,1539.000000,232.969242,4.133333,1.000000,8.000000,1.942862,6528.000000,6528.000000,6528.000000,0.000000,477.766667,422.000000,504.000000,18.812474,776.000000,776.000000,776.000000,0.000000,7005.766667,6950.000000,7032.000000,18.812474,13.966667,13.900000,14.000000,0.047946
