scenario,seed,requested_total_cycles,window_size,event_count,paired_event_count,pair_gap_min,pair_gap_max,cluster_event_count,cluster_bit_count,control_quantization,control_source,control_policy_schedule,control_policy_level_map_output,control_delay_points,safe_interval,level_intervals,threshold_levels,threshold_intervals,strategy,total_cycles,scrub_cycles,reads,writes,corrected,uncorrectable_detections,unique_uncorrectable_words,interval_switches,safe_entries,safe_cycles,scrub_active_cycles,memory_busy_cycles,scrub_per_mille,busy_per_mille,safe_per_mille
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,483,483,869,1,1295,0,0,28498,7379,569,147,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,483,483,830,1,776,0,0,27003,7011,540,140,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,506,506,778,4,0,0,0,41586,10618,831,212,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,489,489,632,4,1295,0,0,28504,7385,570,147,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,494,494,709,2,776,0,0,27014,7022,540,140,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,478,478,1034,4,0,0,0,41558,10590,831,211,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,489,489,489,3,1295,0,0,28504,7385,570,147,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,466,466,804,1,776,0,0,26986,6994,539,139,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,521,521,541,4,0,0,0,41601,10633,832,212,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,484,484,680,4,1295,0,0,28499,7380,569,147,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,486,486,455,3,776,0,0,27006,7014,540,140,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,508,508,582,4,0,0,0,41588,10620,831,212,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,489,489,578,5,1295,0,0,28504,7385,570,147,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,496,496,491,3,776,0,0,27016,7024,540,140,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,520,520,732,2,0,0,0,41600,10632,832,212,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,481,481,813,2,1295,0,0,28496,7377,569,147,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,499,499,704,2,776,0,0,27019,7027,540,140,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,512,512,676,4,0,0,0,41592,10624,831,212,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,481,481,593,7,1295,0,0,28496,7377,569,147,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,482,482,708,7,776,0,0,27002,7010,540,140,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,508,508,973,4,0,0,0,41588,10620,831,212,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,477,477,668,5,1295,0,0,28492,7373,569,147,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,446,446,1045,5,776,0,0,26966,6974,539,139,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,502,502,833,5,0,0,0,41582,10614,831,212,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,472,472,706,6,1295,0,0,28487,7368,569,147,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,453,453,900,7,776,0,0,26973,6981,539,139,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,531,531,681,2,0,0,0,41611,10643,832,212,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,487,487,757,2,1295,0,0,28502,7383,570,147,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,504,504,587,2,776,0,0,27024,7032,540,140,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,499,499,981,6,0,0,0,41579,10611,831,212,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,490,490,580,9,1295,0,0,28505,7386,570,147,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,497,497,612,7,776,0,0,27017,7025,540,140,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,493,493,997,4,0,0,0,41573,10605,831,212,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,484,484,620,3,1295,0,0,28499,7380,569,147,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,475,475,798,2,776,0,0,26995,7003,539,140,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,505,505,987,3,0,0,0,41585,10617,831,212,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,482,482,825,3,1295,0,0,28497,7378,569,147,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,477,477,987,3,776,0,0,26997,7005,539,140,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,510,510,708,3,0,0,0,41590,10622,831,212,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,487,487,651,4,1295,0,0,28502,7383,570,147,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,494,494,546,3,776,0,0,27014,7022,540,140,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,484,484,1189,4,0,0,0,41564,10596,831,211,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,470,470,797,4,1295,0,0,28485,7366,569,147,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,452,452,880,4,776,0,0,26972,6980,539,139,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,514,514,1085,4,0,0,0,41594,10626,831,212,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,493,493,956,4,1295,0,0,28508,7389,570,147,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,486,486,739,4,776,0,0,27006,7014,540,140,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,490,490,1111,5,0,0,0,41570,10602,831,212,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,455,455,1341,5,1295,0,0,28470,7351,569,147,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,422,422,1539,6,776,0,0,26942,6950,538,139,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,504,504,1021,6,0,0,0,41584,10616,831,212,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,465,465,976,5,1295,0,0,28480,7361,569,147,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,459,459,1017,5,776,0,0,26979,6987,539,139,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,481,481,1339,6,0,0,0,41561,10593,831,211,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,452,452,981,7,1295,0,0,28467,7348,569,146,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,463,463,962,7,776,0,0,26983,6991,539,139,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,522,522,612,4,0,0,0,41602,10634,832,212,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,497,497,433,4,1295,0,0,28512,7393,570,147,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,501,501,437,5,776,0,0,27021,7029,540,140,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,526,526,487,5,0,0,0,41606,10638,832,212,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,458,458,1256,4,1295,0,0,28473,7354,569,147,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,482,482,728,5,776,0,0,27002,7010,540,140,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,485,485,1290,5,0,0,0,41565,10597,831,211,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,474,474,919,5,1295,0,0,28489,7370,569,147,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,408,6528,461,461,936,3,776,0,0,26981,6989,539,139,0
upsets,29,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,529,529,704,3,0,0,0,41609,10641,832,212,0
upsets,29,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/tables/risk_policy_level_map_delayed_1h.csv,1,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,431,6896,497,497,810,4,1295,0,0,28512,7393,570,147,0
