strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,465.466667,432.000000,503.000000,21.876981,797.466667,292.000000,1202.000000,238.173761,4.366667,1.000000,8.000000,1.751518,6048.000000,6048.000000,6048.000000,0.000000,465.466667,432.000000,503.000000,21.876981,1295.000000,1295.000000,1295.000000,0.000000,6513.466667,6480.000000,6551.000000,21.876981,12.970000,12.900000,13.100000,0.053498
threshold,30,476.933333,423.000000,501.000000,17.571398,791.200000,412.000000,1511.000000,224.921810,4.200000,1.000000,8.000000,1.882771,6528.000000,6528.000000,6528.000000,0.000000,476.933333,423.000000,501.000000,17.571398,776.000000,776.000000,776.000000,0.000000,7004.933333,6951.000000,7029.000000,17.571398,13.966667,13.900000,14.000000,0.047946
