strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,497.800000,451.000000,523.000000,17.646725,1219.066667,605.000000,2125.000000,360.957246,4.566667,0.000000,8.000000,1.675036,10112.000000,10112.000000,10112.000000,0.000000,497.800000,451.000000,523.000000,17.646725,0.000000,0.000000,0.000000,0.000000,10609.800000,10563.000000,10635.000000,17.646725,21.176667,21.100000,21.200000,0.043018
table,30,472.766667,441.000000,506.000000,18.869211,1012.766667,649.000000,1568.000000,276.558491,4.300000,1.000000,9.000000,1.950243,6912.000000,6912.000000,6912.000000,0.000000,472.766667,441.000000,506.000000,18.869211,1295.000000,1295.000000,1295.000000,0.000000,7384.766667,7353.000000,7418.000000,18.869211,14.726667,14.700000,14.800000,0.044978
threshold,30,467.233333,408.000000,493.000000,19.782757,1019.233333,660.000000,1630.000000,264.161743,4.600000,1.000000,9.000000,2.127002,6528.000000,6528.000000,6528.000000,0.000000,467.233333,408.000000,493.000000,19.782757,776.000000,776.000000,776.000000,0.000000,6995.233333,6936.000000,7021.000000,19.782757,13.946667,13.800000,14.000000,0.057135
