strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,482.866667,457.000000,511.000000,17.232154,768.666667,382.000000,1234.000000,236.486543,4.000000,1.000000,8.000000,1.781127,6912.000000,6912.000000,6912.000000,0.000000,482.866667,457.000000,511.000000,17.232154,1295.000000,1295.000000,1295.000000,0.000000,7394.866667,7369.000000,7423.000000,17.232154,14.746667,14.700000,14.800000,0.050742
threshold,30,476.933333,423.000000,501.000000,17.571398,791.200000,412.000000,1511.000000,224.921810,4.200000,1.000000,8.000000,1.882771,6528.000000,6528.000000,6528.000000,0.000000,476.933333,423.000000,501.000000,17.571398,776.000000,776.000000,776.000000,0.000000,7004.933333,6951.000000,7029.000000,17.571398,13.966667,13.900000,14.000000,0.047946
