hour_index,nu,tau_seconds,lambda,q_cycle,cycles_per_hour
89,8.54557594454,30,0.0712131328711,1.27626693884e-09,120
90,8.54459795511,30,0.0712049829592,1.27597483351e-09,120
91,8.54150402134,30,0.0711792001778,1.27505095929e-09,120
92,8.52918819947,30,0.0710765683289,1.27137666977e-09,120
93,8.50564553561,30,0.0708803794634,1.26436772974e-09,120
94,8.45624031619,30,0.0704686693016,1.2497221755e-09,120
95,8.65985544982,30,0.0721654620818,1.31063007246e-09,120
96,8.96338624104,30,0.074694885342,1.40411624818e-09,120
97,9.64639062521,30,0.0803865885434,1.626254577e-09,120
98,9.35077684288,30,0.0779231403573,1.52810862942e-09,120
99,9.45946689818,30,0.0788288908182,1.56383945705e-09,120
100,9.75370493164,30,0.0812808744303,1.66263940574e-09,120
101,10.1129652298,30,0.084274710248,1.78737578981e-09,120
102,9.38254231358,30,0.0781878526132,1.5385085224e-09,120
103,9.12885264696,30,0.076073772058,1.45643543559e-09,120
104,8.96227700869,30,0.0746856417391,1.40376874674e-09,120
105,8.54238800241,30,0.0711865666868,1.27531488921e-09,120
106,8.5346831246,30,0.0711223593716,1.273015365e-09,120
107,8.51545088666,30,0.0709620907221,1.26728454902e-09,120
108,8.47035609317,30,0.0705863007764,1.25389791377e-09,120
109,8.43349503046,30,0.0702791252538,1.24300830308e-09,120
110,8.41335951004,30,0.0701113292503,1.23707986173e-09,120
111,8.39693955043,30,0.0699744962536,1.23225587208e-09,120
112,8.3848421329,30,0.0698736844409,1.22870782332e-09,120
113,8.3672076399,30,0.0697267303325,1.22354497013e-09,120
114,8.29689925468,30,0.0691408271224,1.20306883395e-09,120
115,8.27106015668,30,0.0689255013057,1.19558704912e-09,120
116,8.26331903183,30,0.0688609919319,1.19335012728e-09,120
117,8.25635355266,30,0.0688029462722,1.19133913096e-09,120
118,8.43138735331,30,0.0702615612776,1.24238708191e-09,120
119,8.76329932047,30,0.0730274943373,1.34212861071e-09,120
120,8.64766096607,30,0.072063841384,1.30694151108e-09,120
121,9.12786906124,30,0.0760655755103,1.45612160603e-09,120
122,9.74928793043,30,0.081244066087,1.66113388195e-09,120
123,10.0789900284,30,0.0839915835702,1.77538633991e-09,120
124,9.88589930756,30,0.0823824942297,1.70801314321e-09,120
125,10.9943083272,30,0.0916192360596,2.11249002773e-09,120
126,9.60929152815,30,0.0800774294013,1.61376979133e-09,120
127,8.90045694261,30,0.0741704745217,1.38446968312e-09,120
128,8.31698736475,30,0.0693082280395,1.20890152757e-09,120
129,8.27336055186,30,0.0689446712655,1.19625218879e-09,120
130,8.41342499685,30,0.0701118749738,1.23709911985e-09,120
131,8.2687597615,30,0.0689063313459,1.1949220944e-09,120
132,8.26132889493,30,0.0688444074577,1.19277538386e-09,120
133,8.25480236622,30,0.0687900197185,1.19089152041e-09,120
134,8.25090954033,30,0.0687575795027,1.18976857645e-09,120
135,8.2306200937,30,0.0685885007808,1.18392435638e-09,120
136,8.21137197131,30,0.0684280997609,1.17839338198e-09,120
137,8.46200362558,30,0.0705166968799,1.25142624012e-09,120
138,8.7207326919,30,0.0726727724325,1.32912183385e-09,120
139,8.5748554393,30,0.0714571286608,1.28502760487e-09,120
140,9.00067193162,30,0.0750055994301,1.41582216643e-09,120
141,9.46048563082,30,0.0788373802568,1.56417630903e-09,120
142,9.51953359741,30,0.0793294466451,1.58376297142e-09,120
143,9.16798037288,30,0.0763998364407,1.46894722354e-09,120
144,9.69391921688,30,0.0807826601407,1.64231944702e-09,120
145,10.0504231816,30,0.0837535265135,1.76533665921e-09,120
146,10.7235074196,30,0.0893625618297,2.00970612528e-09,120
147,9.91387956778,30,0.0826156630649,1.71769527371e-09,120
148,9.49092679526,30,0.0790910566272,1.57425865711e-09,120
149,9.68845023618,30,0.0807370853015,1.6404668878e-09,120
150,9.15349964719,30,0.0762791637266,1.4643105158e-09,120
151,9.56716299995,30,0.0797263583329,1.59965080737e-09,120
152,9.39590011534,30,0.0782991676278,1.54289234937e-09,120
153,9.16780377955,30,0.0763983648296,1.46889063446e-09,120
154,9.2206763261,30,0.0768389693842,1.4858822591e-09,120
155,8.88691427114,30,0.0740576189262,1.38025975235e-09,120
156,8.94235731927,30,0.0745196443273,1.39753560703e-09,120
157,8.77053356882,30,0.0730877797402,1.34434542402e-09,120
158,8.99251922946,30,0.0749376602455,1.41325845811e-09,120
159,9.00507845181,30,0.0750423204318,1.41720881317e-09,120
160,8.55309993722,30,0.0712758328102,1.27851531871e-09,120
161,8.62517891854,30,0.0718764909878,1.30015481421e-09,120
162,8.9305046013,30,0.0744208716775,1.39383331311e-09,120
163,9.46335573917,30,0.0788612978264,1.56512552805e-09,120
164,9.61800036424,30,0.0801500030353,1.61669621417e-09,120
165,9.24912380629,30,0.0770760317191,1.49506484167e-09,120
166,8.83062345818,30,0.0735885288182,1.36282965832e-09,120
167,9.02102958057,30,0.0751752465047,1.42223400023e-09,120
168,9.0121436184,30,0.07510119682,1.419433501e-09,120
169,9.2242706837,30,0.0768689223642,1.48704092316e-09,120
170,9.30753383011,30,0.0775627819175,1.51400772051e-09,120
171,9.20375965277,30,0.0766979971065,1.48043512574e-09,120
172,8.81384854937,30,0.0734487379114,1.3576568346e-09,120
173,9.10853051807,30,0.0759044209839,1.44995818697e-09,120
174,8.78892799405,30,0.0732410666171,1.34999032411e-09,120
175,8.80525021505,30,0.0733770851254,1.35500920725e-09,120
176,8.86135538659,30,0.0738446282216,1.37233187801e-09,120
177,8.78262419807,30,0.073188534984,1.34805447671e-09,120
178,8.54515680621,30,0.0712096400517,1.27614174675e-09,120
179,8.54327198349,30,0.0711939331958,1.27557884644e-09,120
180,8.54017804972,30,0.0711681504143,1.27465511562e-09,120
181,8.52701097379,30,0.0710584247816,1.27072766999e-09,120
182,8.51790213439,30,0.0709825177866,1.26801425213e-09,120
183,8.50902589146,30,0.0709085490955,1.26537291204e-09,120
184,8.483283163,30,0.0706940263583,1.25772811751e-09,120
185,8.45902631847,30,0.0704918859872,1.25054578085e-09,120
186,8.6779988837,30,0.0723166573641,1.31612767931e-09,120
187,8.61030195498,30,0.0717525162915,1.29567359131e-09,120
188,8.72035584596,30,0.0726696320497,1.32900696659e-09,120
189,8.84764098129,30,0.0737303415108,1.3680873464e-09,120
190,8.89127732383,30,0.0740939776986,1.38161536897e-09,120
191,9.51381621109,30,0.0792818017591,1.58186114178e-09,120
192,9.32717485636,30,0.0777264571364,1.52040426798e-09,120
193,9.8189090338,30,0.0818242419484,1.68494339733e-09,120
194,9.81367927208,30,0.0817806606007,1.68314900128e-09,120
195,10.3784200937,30,0.0864868341138,1.88244083307e-09,120
196,9.70948065561,30,0.0809123387968,1.64759643888e-09,120
197,9.37935406086,30,0.0781612838405,1.53746310839e-09,120
198,8.98054402664,30,0.0748378668887,1.40949693423e-09,120
199,8.9171048638,30,0.0743092071983,1.38965370861e-09,120
200,8.7046336051,30,0.0725386133758,1.32421905842e-09,120
201,8.994618845,30,0.0749551570417,1.41391848357e-09,120
202,8.65636714357,30,0.0721363928631,1.30957440628e-09,120
203,8.54415596457,30,0.0712012997047,1.27584283099e-09,120
204,8.6032932137,30,0.0716941101142,1.2935651066e-09,120
205,8.54238800241,30,0.0711865666868,1.27531488921e-09,120
206,8.53641602803,30,0.0711368002336,1.27353236993e-09,120
207,8.5232489521,30,0.0710270746008,1.26960665571e-09,120
208,8.51616923096,30,0.0709680769246,1.26749836859e-09,120
209,8.50167082618,30,0.0708472568849,1.26318632144e-09,120
210,8.63397044555,30,0.0719497537129,1.30280662507e-09,120
211,8.76810499321,30,0.07306754161,1.34360102404e-09,120
212,8.8291629095,30,0.0735763575792,1.36237888279e-09,120
213,8.91875590131,30,0.0743229658443,1.3901683561e-09,120
214,9.44314301939,30,0.0786928584949,1.55844678541e-09,120
215,9.2918036162,30,0.0774316968017,1.50889454212e-09,120
216,9.37727863431,30,0.0781439886192,1.5367827761e-09,120
217,9.03836011841,30,0.0753196676534,1.4277038318e-09,120
218,9.53179391513,30,0.0794316159594,1.58784509183e-09,120
219,9.44899435895,30,0.0787416196579,1.56037873255e-09,120
220,9.31569863706,30,0.0776308219755,1.51666513824e-09,120
221,9.57676065179,30,0.079806338765,1.60286191445e-09,120
222,8.83049866918,30,0.0735874889098,1.36279114123e-09,120
223,8.55470422781,30,0.0712892018984,1.27899498163e-09,120
224,8.54487738066,30,0.0712073115055,1.27605828876e-09,120
225,8.54238800241,30,0.0711865666868,1.27531488921e-09,120
226,8.53641602803,30,0.0711368002336,1.27353236993e-09,120
227,8.5232489521,30,0.0710270746008,1.26960665571e-09,120
228,8.51616923096,30,0.0709680769246,1.26749836859e-09,120
229,8.50167082618,30,0.0708472568849,1.26318632144e-09,120
230,8.47592809772,30,0.0706327341477,1.25554814496e-09,120
231,8.45226560677,30,0.070435546723,1.24854763104e-09,120
232,8.43061852754,30,0.0702551543962,1.24216051525e-09,120
233,8.41101380152,30,0.0700917816793,1.23639014337e-09,120
234,8.39459384191,30,0.0699549486826,1.23156750001e-09,120
235,8.38357705991,30,0.0698631421659,1.22833708579e-09,120
236,8.3767191527,30,0.0698059929392,1.22632830689e-09,120
237,8.6046862563,30,0.0717057188025,1.29398404784e-09,120
238,9.10670716022,30,0.0758892263352,1.44937773593e-09,120
239,9.11505087836,30,0.0759587573197,1.45203484109e-09,120
240,9.64313048208,30,0.080359420684,1.62515552825e-09,120
241,9.95156027179,30,0.0829296689316,1.7307773307e-09,120
242,9.62424930945,30,0.0802020775787,1.61879767551e-09,120
243,9.87826507121,30,0.0823188755934,1.7053761871e-09,120
244,10.1756522869,30,0.0847971023904,1.80960321615e-09,120
245,9.68390998738,30,0.0806992498948,1.63892972087e-09,120
246,9.55696387155,30,0.0796413655962,1.59624199169e-09,120
247,9.12667648397,30,0.0760556373664,1.45574113955e-09,120
248,8.81131562701,30,0.073427630225,1.35687662033e-09,120
249,8.77405287916,30,0.0731171073263,1.34542451868e-09,120
250,8.44212453921,30,0.0703510378268,1.24555340186e-09,120
251,8.42198901879,30,0.0701832418232,1.23961888703e-09,120
252,8.40397667598,30,0.0700331389665,1.23432214226e-09,120
253,8.38863735189,30,0.0699053112657,1.22982037154e-09,120
254,8.37978184092,30,0.069831515341,1.22722520884e-09,120
255,8.37592033936,30,0.0697993361613,1.22609442996e-09,120
256,8.36398853805,30,0.0696999044837,1.2226036864e-09,120
257,8.32688697797,30,0.0693907248164,1.21178112315e-09,120
258,8.29472138881,30,0.0691226782401,1.20243732605e-09,120
259,8.27336055186,30,0.0689446712655,1.19625218879e-09,120
260,8.26530916874,30,0.0688775764061,1.19392500915e-09,120
261,8.25834368957,30,0.0688195307464,1.19191352829e-09,120
262,8.58620034158,30,0.0715516695132,1.28843014774e-09,120
263,9.69735356154,30,0.0808112796795,1.64348332925e-09,120
264,9.95778289764,30,0.082981524147,1.73294248805e-09,120
265,9.01340318772,30,0.075111693231,1.4198302989e-09,120
266,9.30443593146,30,0.0775369660955,1.51300005038e-09,120
267,8.32432633918,30,0.0693693861598,1.21103595712e-09,120
268,8.58220947832,30,0.0715184123194,1.28723270223e-09,120
269,8.70524740024,30,0.0725437283353,1.32440581594e-09,120
270,8.61518838932,30,0.0717932365777,1.29714462461e-09,120
271,8.72387250629,30,0.0726989375524,1.33007908074e-09,120
272,8.95228549832,30,0.0746023791526,1.40064053463e-09,120
273,8.82908917852,30,0.0735757431543,1.36235612886e-09,120
274,9.62264041569,30,0.0801886701308,1.61825648925e-09,120
275,9.3702756008,30,0.0780856300067,1.53448826763e-09,120
276,9.16889825046,30,0.0764074854205,1.46924137365e-09,120
277,8.77423158078,30,0.0731185965065,1.34547932391e-09,120
278,8.90984037986,30,0.0742486698322,1.38739041686e-09,120
279,8.88730994267,30,0.0740609161889,1.38038266152e-09,120
280,9.18319787707,30,0.0765266489756,1.473827745e-09,120
281,9.72882081864,30,0.081073506822,1.65416661917e-09,120
282,10.8176900698,30,0.0901474172486,2.04516292975e-09,120
283,10.1569221579,30,0.0846410179824,1.80294754307e-09,120
284,10.1864530295,30,0.0848871085792,1.81344678921e-09,120
285,9.77718056173,30,0.0814765046811,1.67065245909e-09,120
286,9.77945608665,30,0.0814954673888,1.6714301994e-09,120
287,11.4084210285,10,0.0316900584124,2.52736178501e-10,360
288,11.0488563349,30,0.0920738027909,2.13350417064e-09,120
289,12.4056684944,10,0.0344601902622,2.98852351195e-10,360
290,10.8901262547,30,0.0907510521228,2.07264380432e-09,120
291,11.3584649945,10,0.0315512916514,2.50527625028e-10,360
292,11.4845310022,10,0.0319014750061,2.56119628041e-10,360
293,11.7826904137,10,0.0327296955936,2.69590924039e-10,360
294,10.6891729525,30,0.0890764412707,1.99685739571e-09,120
295,10.6846433834,30,0.0890386948613,1.99516540565e-09,120
296,11.2059960297,30,0.0933833002473,2.19462221731e-09,120
297,11.3574323695,10,0.0315484232487,2.50482074978e-10,360
298,10.1950680726,30,0.0849589006054,1.81651547832e-09,120
299,10.2774475369,30,0.0856453961409,1.84599015278e-09,120
300,10.7204234384,30,0.0893368619865,2.00855034585e-09,120
301,10.4943754366,30,0.0874531286384,1.92473984536e-09,120
302,10.6179807298,30,0.0884831727482,1.97034696196e-09,120
303,10.5503865289,30,0.0879198877407,1.94534030464e-09,120
304,9.78629775185,30,0.0815524812654,1.67376966814e-09,120
305,10.146324577,30,0.0845527048081,1.79918716876e-09,120
306,10.7146712469,30,0.0892889270578,2.00639549318e-09,120
307,11.8708721112,10,0.0329746447533,2.73641262804e-10,360
308,11.0634403358,30,0.0921953361318,2.13914014979e-09,120
309,11.5871581528,10,0.0321865504245,2.60717511897e-10,360
310,12.2800114313,10,0.0341111428647,2.92828859275e-10,360
311,11.659300361,10,0.0323869454472,2.63974097993e-10,360
312,11.8123003386,10,0.0328119453849,2.7094759163e-10,360
313,12.7812643633,10,0.0355035121202,3.17222489451e-10,360
314,11.0499968811,30,0.0920833073423,2.13394466611e-09,120
315,11.2502128269,30,0.0937517735573,2.21197553684e-09,120
316,11.0810237766,30,0.0923418648053,2.14594514592e-09,120
317,11.1671538097,30,0.0930596150812,2.179434587e-09,120
318,10.6074365157,30,0.0883953042977,1.96643558842e-09,120
319,11.2135560398,30,0.0934463003315,2.19758437484e-09,120
320,10.5307711057,30,0.0877564258808,1.93811342235e-09,120
321,10.8483977337,30,0.0904033144478,2.05679042365e-09,120
322,9.76040437521,30,0.0813367031267,1.66492419585e-09,120
323,10.5400464518,30,0.0878337204313,1.94152904868e-09,120
324,9.72407451994,30,0.0810339543328,1.65255301072e-09,120
325,9.26094264334,30,0.0771745220279,1.49888816975e-09,120
326,9.50361590446,30,0.0791967992038,1.57847095252e-09,120
327,9.36410169903,30,0.0780341808252,1.53246684175e-09,120
328,9.57780396285,30,0.0798150330238,1.6032111713e-09,120
329,8.87060714006,30,0.0739217261672,1.37519895727e-09,120
330,9.73115696509,30,0.0810929747091,1.65496113261e-09,120
331,9.45511417744,30,0.0787926181453,1.56240060422e-09,120
332,9.52116292105,30,0.079343024342,1.58430515833e-09,120
333,9.51979229083,30,0.0793316024236,1.58384905014e-09,120
334,9.82434480776,30,0.0818695400646,1.68680949195e-09,120
335,9.91211906742,30,0.0826009922285,1.71708527343e-09,120
336,10.3032414291,30,0.0858603452428,1.85526775255e-09,120
337,11.1789321813,30,0.0931577681778,2.18403445702e-09,120
338,11.7479274847,10,0.0326331319019,2.68002501552e-10,360
339,11.0925781288,30,0.0924381510735,2.15042269845e-09,120
340,10.9478763435,30,0.0912323028626,2.09468445505e-09,120
341,10.7144341315,30,0.0892869510954,2.00630669117e-09,120
342,10.2676037602,30,0.0855633646686,1.84245565409e-09,120
343,9.99004126322,30,0.0832503438602,1.74418845321e-09,120
344,10.0918680164,30,0.0840989001367,1.77992608253e-09,120
345,9.89505696182,30,0.0824588080152,1.71117899346e-09,120
346,9.79031422462,30,0.0815859518718,1.67514384048e-09,120
347,9.15662211628,30,0.0763051843024,1.46530970613e-09,120
348,9.36833771276,30,0.0780694809397,1.53385363123e-09,120
349,9.20488825848,30,0.076707402154,1.48079822301e-09,120
350,9.15186295223,30,0.076265524602,1.46378690942e-09,120
351,9.18659858339,30,0.0765549881949,1.47491951791e-09,120
352,8.84077948312,30,0.0736731623593,1.36596621855e-09,120
353,8.83000040275,30,0.0735833366896,1.36263735288e-09,120
354,9.11215339091,30,0.0759346115909,1.45111184371e-09,120
355,8.84738285387,30,0.0737281904489,1.36800752045e-09,120
356,9.7580903637,30,0.0813174196975,1.66413484391e-09,120
357,9.7730208587,30,0.0814418404892,1.66923120279e-09,120
358,9.73222110974,30,0.0811018425812,1.6553231069e-09,120
359,10.2508247147,30,0.0854235392895,1.83643879018e-09,120
360,10.6246027218,30,0.0885383560153,1.97280537489e-09,120
361,10.6024071818,30,0.0883533931817,1.96457132713e-09,120
362,11.0171875619,30,0.0918098963494,2.12129138997e-09,120
363,10.6962232605,30,0.0891351938375,1.99949241765e-09,120
364,11.3544179085,10,0.0315400497459,2.50349127984e-10,360
365,10.7154241438,30,0.0892952011983,2.00667747327e-09,120
366,9.92999749664,30,0.0827499791386,1.72328505229e-09,120
367,10.4211451013,30,0.0868428758444,1.89797168391e-09,120
368,9.67993184627,30,0.0806660987189,1.63758345587e-09,120
369,9.4707590044,30,0.0789229917033,1.56757530846e-09,120
370,9.46892339841,30,0.0789076949868,1.56696771792e-09,120
371,9.37689496007,30,0.0781407913339,1.53665702279e-09,120
372,9.42636929318,30,0.0785530774432,1.55291520705e-09,120
373,9.34446739861,30,0.0778705616551,1.52604714007e-09,120
374,8.88331728482,30,0.0740276440401,1.37914265578e-09,120
375,8.86865930533,30,0.0739054942111,1.37459508289e-09,120
376,9.13548610003,30,0.0761290508336,1.45855283339e-09,120
377,9.06265181635,30,0.0755220984696,1.43538840178e-09,120
378,9.33598564877,30,0.0777998804064,1.52327808428e-09,120
379,9.83409328238,30,0.0819507773531,1.69015871844e-09,120
380,10.0973270052,30,0.0841443917099,1.78185223228e-09,120
381,10.3266172033,30,0.086055143361,1.86369568601e-09,120
382,10.4702887693,30,0.0872524064106,1.91591466748e-09,120
383,10.7385328535,30,0.0894877737794,2.01534194214e-09,120
384,10.8042144399,30,0.0900351203322,2.04007077181e-09,120
385,10.5157618111,30,0.0876313484256,1.93259265192e-09,120
386,10.6755017782,30,0.0889625148187,1.99175280476e-09,120
387,12.222563844,10,0.0339515662334,2.90095480239e-10,360
388,13.1934012451,10,0.0366483367919,3.38010253548e-10,360
389,13.4372136609,10,0.0373255935024,3.5061846099e-10,360
390,11.280794075,30,0.0940066172921,2.2240174267e-09,120
391,10.3921881703,30,0.0866015680862,1.8874386614e-09,120
392,10.8105471035,30,0.0900878925294,2.04246296206e-09,120
393,10.2758602125,30,0.0856321684372,1.84541998028e-09,120
394,10.2798827961,30,0.0856656899672,1.84686507762e-09,120
395,10.1354635664,30,0.0844621963863,1.79533739399e-09,120
396,9.62054252232,30,0.080171187686,1.61755095327e-09,120
397,9.75594735122,30,0.0812995612602,1.66340398982e-09,120
398,9.58643745656,30,0.0798869788047,1.60610276356e-09,120
399,9.22465958191,30,0.0768721631826,1.48716631405e-09,120
400,9.04006252142,30,0.0753338543452,1.42824170729e-09,120
401,9.31070879141,30,0.0775892399284,1.5150408053e-09,120
402,9.41847341743,30,0.0784872784786,1.55031473815e-09,120
403,9.98459867624,30,0.0832049889687,1.74228849879e-09,120
404,9.96471665172,30,0.083039305431,1.73535667614e-09,120
405,9.72698988957,30,0.0810582490798,1.65354406135e-09,120
406,10.6299807963,30,0.0885831733029,1.97480311163e-09,120
407,10.2760539082,30,0.0856337825686,1.84548955176e-09,120
408,10.4766643906,30,0.0873055365882,1.91824867482e-09,120
409,12.2985649196,10,0.0341626803321,2.93714379799e-10,360
410,12.4857491245,10,0.0346826364569,3.02723086258e-10,360
411,12.8177361976,10,0.0356048227712,3.19035485887e-10,360
412,13.4999434222,10,0.0374998428393,3.53899729173e-10,360
413,12.1489806562,10,0.0337471684896,2.86613085608e-10,360
414,10.1997534126,30,0.0849979451047,1.81818549134e-09,120
415,10.020886324,30,0.0835073860335,1.7549757268e-09,120
416,9.87420356057,30,0.0822850296714,1.70397412316e-09,120
417,10.2169700151,30,0.0851414167924,1.82432865862e-09,120
418,10.1001326165,30,0.0841677718038,1.78284256947e-09,120
419,9.45516955616,30,0.0787930796347,1.56241890627e-09,120
420,9.16755369355,30,0.0763962807796,1.46881049663e-09,120
421,9.13833062183,30,0.0761527551819,1.45946127575e-09,120
422,9.13471246397,30,0.0761226038664,1.45830580958e-09,120
423,9.12825458409,30,0.0760687882008,1.45624460955e-09,120
424,9.0926210849,30,0.0757718423742,1.44489746572e-09,120
425,9.08121980093,30,0.0756768316744,1.44127620889e-09,120
426,9.07734199894,30,0.0756445166579,1.44004558336e-09,120
427,9.06804068672,30,0.0755670057226,1.43709594212e-09,120
428,9.45389444837,30,0.0787824537364,1.56199752447e-09,120
429,10.437163973,30,0.0869763664414,1.90381110592e-09,120
430,10.6517130476,30,0.0887642753963,1.982886059e-09,120
431,11.3232065402,10,0.0314533515006,2.48974685088e-10,360
432,12.2026225491,10,0.0338961737475,2.89149662236e-10,360
433,11.8821510964,10,0.0330059752677,2.74161504615e-10,360
434,14.3796628908,10,0.0399435080301,4.01526065395e-10,360
435,13.5331081904,10,0.0375919671956,3.55640687493e-10,360
436,13.0822823761,10,0.0363396732668,3.32340578479e-10,360
437,11.7702970627,10,0.0326952696185,2.69024096313e-10,360
438,10.8282431692,30,0.0902353597433,2.04915515636e-09,120
439,10.3720615896,30,0.0864338465798,1.88013492505e-09,120
440,10.8201061605,30,0.0901675513377,2.04607659078e-09,120
441,10.4873172156,30,0.0873943101301,1.92215166454e-09,120
442,10.0055154974,30,0.0833792958114,1.74959601521e-09,120
443,9.66499416113,30,0.0805416180094,1.63253324844e-09,120
444,9.4253273784,30,0.07854439482,1.5525719326e-09,120
445,9.31912421227,30,0.0776593684356,1.51778076165e-09,120
446,9.14284157384,30,0.0761903464487,1.46090249843e-09,120
447,9.13652624103,30,0.0761377186752,1.45888498582e-09,120
448,9.13425667064,30,0.0761188055886,1.45816028349e-09,120
