seed,interleave_depth,fixed_interval,requested_total_cycles,event_count,paired_event_count,cluster_event_count,cluster_bit_count,strategy,total_cycles,scrub_cycles,reads,writes,corrected,uncorrectable_detections,unique_uncorrectable_words,interval_switches,safe_entries,safe_cycles,scrub_active_cycles,memory_busy_cycles,scrub_per_mille,busy_per_mille,safe_per_mille
9,2,1555,500000,400,40,30,3,table,500000,276,70656,478,478,3633,28,1295,0,0,283378,71134,566,142,0
9,2,1555,500000,400,40,30,3,threshold,500000,248,63488,480,480,3255,28,42,0,0,254680,63968,509,127,0
10,2,1555,500000,400,40,30,3,fixed,500000,321,82176,486,486,4173,25,0,0,0,329511,82662,659,165,0
10,2,1555,500000,400,40,30,3,table,500000,276,70656,482,482,3502,22,1295,0,0,283382,71138,566,142,0
10,2,1555,500000,400,40,30,3,threshold,500000,248,63488,478,478,3445,25,42,0,0,254678,63966,509,127,0
1,2,2021,500000,400,40,30,3,fixed,500000,247,63232,490,490,3072,17,0,0,0,253665,63722,507,127,0
1,2,2021,500000,400,40,30,3,table,500000,276,70656,483,483,3737,19,1295,0,0,283383,71139,566,142,0
1,2,2021,500000,400,40,30,3,threshold,500000,248,63488,494,494,3017,15,42,0,0,254694,63982,509,127,0
2,2,2021,500000,400,40,30,3,fixed,500000,247,63232,485,485,3129,15,0,0,0,253660,63717,507,127,0
2,2,2021,500000,400,40,30,3,table,500000,276,70656,483,483,3094,15,1295,0,0,283383,71139,566,142,0
2,2,2021,500000,400,40,30,3,threshold,500000,248,63488,484,484,3036,15,42,0,0,254684,63972,509,127,0
3,2,2021,500000,400,40,30,3,fixed,500000,247,63232,477,477,3399,26,0,0,0,253652,63709,507,127,0
3,2,2021,500000,400,40,30,3,table,500000,276,70656,475,475,3748,24,1295,0,0,283375,71131,566,142,0
3,2,2021,500000,400,40,30,3,threshold,500000,248,63488,475,475,3409,25,42,0,0,254675,63963,509,127,0
4,2,2021,500000,400,40,30,3,fixed,500000,247,63232,480,480,3694,20,0,0,0,253655,63712,507,127,0
4,2,2021,500000,400,40,30,3,table,500000,276,70656,473,473,4077,19,1295,0,0,283373,71129,566,142,0
4,2,2021,500000,400,40,30,3,threshold,500000,248,63488,480,480,3442,20,42,0,0,254680,63968,509,127,0
5,2,2021,500000,400,40,30,3,fixed,500000,247,63232,486,486,3472,22,0,0,0,253661,63718,507,127,0
5,2,2021,500000,400,40,30,3,table,500000,276,70656,494,494,3176,18,1295,0,0,283394,71150,566,142,0
5,2,2021,500000,400,40,30,3,threshold,500000,248,63488,483,483,3407,22,42,0,0,254683,63971,509,127,0
6,2,2021,500000,400,40,30,3,fixed,500000,247,63232,472,472,4331,26,0,0,0,253647,63704,507,127,0
6,2,2021,500000,400,40,30,3,table,500000,276,70656,489,489,4541,22,1295,0,0,283389,71145,566,142,0
6,2,2021,500000,400,40,30,3,threshold,500000,248,63488,477,477,4371,22,42,0,0,254677,63965,509,127,0
7,2,2021,500000,400,40,30,3,fixed,500000,247,63232,491,491,3890,22,0,0,0,253666,63723,507,127,0
7,2,2021,500000,400,40,30,3,table,500000,276,70656,496,496,4001,22,1295,0,0,283396,71152,566,142,0
7,2,2021,500000,400,40,30,3,threshold,500000,248,63488,488,488,4158,24,42,0,0,254688,63976,509,127,0
8,2,2021,500000,400,40,30,3,fixed,500000,247,63232,471,471,3944,20,0,0,0,253646,63703,507,127,0
8,2,2021,500000,400,40,30,3,table,500000,276,70656,478,478,4358,20,1295,0,0,283378,71134,566,142,0
8,2,2021,500000,400,40,30,3,threshold,500000,248,63488,478,478,3778,20,42,0,0,254678,63966,509,127,0
9,2,2021,500000,400,40,30,3,fixed,500000,247,63232,472,472,3586,29,0,0,0,253647,63704,507,127,0
9,2,2021,500000,400,40,30,3,table,500000,276,70656,478,478,3633,28,1295,0,0,283378,71134,566,142,0
9,2,2021,500000,400,40,30,3,threshold,500000,248,63488,480,480,3255,28,42,0,0,254680,63968,509,127,0
10,2,2021,500000,400,40,30,3,fixed,500000,247,63232,472,472,3871,30,0,0,0,253647,63704,507,127,0
10,2,2021,500000,400,40,30,3,table,500000,276,70656,482,482,3502,22,1295,0,0,283382,71138,566,142,0
10,2,2021,500000,400,40,30,3,threshold,500000,248,63488,478,478,3445,25,42,0,0,254678,63966,509,127,0
1,2,2400,500000,400,40,30,3,fixed,500000,207,53244,490,490,2558,17,0,0,0,213672,53734,427,107,0
1,2,2400,500000,400,40,30,3,table,500000,276,70656,483,483,3737,19,1295,0,0,283383,71139,566,142,0
1,2,2400,500000,400,40,30,3,threshold,500000,248,63488,494,494,3017,15,42,0,0,254694,63982,509,127,0
2,2,2400,500000,400,40,30,3,fixed,500000,207,53244,465,465,3508,19,0,0,0,213647,53709,427,107,0
2,2,2400,500000,400,40,30,3,table,500000,276,70656,483,483,3094,15,1295,0,0,283383,71139,566,142,0
2,2,2400,500000,400,40,30,3,threshold,500000,248,63488,484,484,3036,15,42,0,0,254684,63972,509,127,0
3,2,2400,500000,400,40,30,3,fixed,500000,207,53244,459,459,3440,30,0,0,0,213640,53703,427,107,0
3,2,2400,500000,400,40,30,3,table,500000,276,70656,475,475,3748,24,1295,0,0,283375,71131,566,142,0
3,2,2400,500000,400,40,30,3,threshold,500000,248,63488,475,475,3409,25,42,0,0,254675,63963,509,127,0
4,2,2400,500000,400,40,30,3,fixed,500000,207,53244,467,467,3310,21,0,0,0,213648,53711,427,107,0
4,2,2400,500000,400,40,30,3,table,500000,276,70656,473,473,4077,19,1295,0,0,283373,71129,566,142,0
4,2,2400,500000,400,40,30,3,threshold,500000,248,63488,480,480,3442,20,42,0,0,254680,63968,509,127,0
5,2,2400,500000,400,40,30,3,fixed,500000,207,53244,469,469,3367,25,0,0,0,213650,53713,427,107,0
5,2,2400,500000,400,40,30,3,table,500000,276,70656,494,494,3176,18,1295,0,0,283394,71150,566,142,0
5,2,2400,500000,400,40,30,3,threshold,500000,248,63488,483,483,3407,22,42,0,0,254683,63971,509,127,0
6,2,2400,500000,400,40,30,3,fixed,500000,207,53244,463,463,3965,25,0,0,0,213645,53707,427,107,0
6,2,2400,500000,400,40,30,3,table,500000,276,70656,489,489,4541,22,1295,0,0,283389,71145,566,142,0
6,2,2400,500000,400,40,30,3,threshold,500000,248,63488,477,477,4371,22,42,0,0,254677,63965,509,127,0
7,2,2400,500000,400,40,30,3,fixed,500000,207,53244,478,478,3656,24,0,0,0,213660,53722,427,107,0
7,2,2400,500000,400,40,30,3,table,500000,276,70656,496,496,4001,22,1295,0,0,283396,71152,566,142,0
7,2,2400,500000,400,40,30,3,threshold,500000,248,63488,488,488,4158,24,42,0,0,254688,63976,509,127,0
8,2,2400,500000,400,40,30,3,fixed,500000,207,53244,472,472,3176,20,0,0,0,213653,53716,427,107,0
8,2,2400,500000,400,40,30,3,table,500000,276,70656,478,478,4358,20,1295,0,0,283378,71134,566,142,0
8,2,2400,500000,400,40,30,3,threshold,500000,248,63488,478,478,3778,20,42,0,0,254678,63966,509,127,0
9,2,2400,500000,400,40,30,3,fixed,500000,207,53244,457,457,3542,33,0,0,0,213639,53701,427,107,0
9,2,2400,500000,400,40,30,3,table,500000,276,70656,478,478,3633,28,1295,0,0,283378,71134,566,142,0
9,2,2400,500000,400,40,30,3,threshold,500000,248,63488,480,480,3255,28,42,0,0,254680,63968,509,127,0
10,2,2400,500000,400,40,30,3,fixed,500000,207,53244,454,454,3784,31,0,0,0,213636,53698,427,107,0
10,2,2400,500000,400,40,30,3,table,500000,276,70656,482,482,3502,22,1295,0,0,283382,71138,566,142,0
10,2,2400,500000,400,40,30,3,threshold,500000,248,63488,478,478,3445,25,42,0,0,254678,63966,509,127,0
1,3,1089,500000,400,40,30,3,fixed,500000,458,117400,558,558,425,3,0,0,0,470615,117958,941,235,0
1,3,1089,500000,400,40,30,3,table,500000,276,70656,539,539,1065,7,1295,0,0,283439,71195,566,142,0
1,3,1089,500000,400,40,30,3,threshold,500000,248,63488,550,550,600,3,42,0,0,254750,64038,509,128,0
2,3,1089,500000,400,40,30,3,fixed,500000,458,117400,566,566,497,1,0,0,0,470623,117966,941,235,0
2,3,1089,500000,400,40,30,3,table,500000,276,70656,552,552,811,4,1295,0,0,283452,71208,566,142,0
2,3,1089,500000,400,40,30,3,threshold,500000,248,63488,553,553,969,4,42,0,0,254753,64041,509,128,0
3,3,1089,500000,400,40,30,3,fixed,500000,458,117400,556,556,416,5,0,0,0,470613,117956,941,235,0
3,3,1089,500000,400,40,30,3,table,500000,276,70656,542,542,888,9,1295,0,0,283442,71198,566,142,0
3,3,1089,500000,400,40,30,3,threshold,500000,248,63488,544,544,623,8,42,0,0,254744,64032,509,128,0
4,3,1089,500000,400,40,30,3,fixed,500000,458,117400,561,561,507,2,0,0,0,470618,117961,941,235,0
4,3,1089,500000,400,40,30,3,table,500000,276,70656,536,536,1327,8,1295,0,0,283436,71192,566,142,0
4,3,1089,500000,400,40,30,3,threshold,500000,248,63488,546,546,734,7,42,0,0,254746,64034,509,128,0
5,3,1089,500000,400,40,30,3,fixed,500000,458,117400,566,566,67,2,0,0,0,470622,117966,941,235,0
5,3,1089,500000,400,40,30,3,table,500000,276,70656,556,556,308,3,1295,0,0,283456,71212,566,142,0
5,3,1089,500000,400,40,30,3,threshold,500000,248,63488,547,547,804,7,42,0,0,254747,64035,509,128,0
6,3,1089,500000,400,40,30,3,fixed,500000,458,117400,562,562,469,2,0,0,0,470619,117962,941,235,0
6,3,1089,500000,400,40,30,3,table,500000,276,70656,557,557,718,3,1295,0,0,283457,71213,566,142,0
6,3,1089,500000,400,40,30,3,threshold,500000,248,63488,543,543,1075,4,42,0,0,254743,64031,509,128,0
7,3,1089,500000,400,40,30,3,fixed,500000,458,117400,563,563,464,2,0,0,0,470620,117963,941,235,0
7,3,1089,500000,400,40,30,3,table,500000,276,70656,558,558,779,4,1295,0,0,283458,71214,566,142,0
7,3,1089,500000,400,40,30,3,threshold,500000,248,63488,552,552,998,5,42,0,0,254752,64040,509,128,0
8,3,1089,500000,400,40,30,3,fixed,500000,458,117400,557,557,911,3,0,0,0,470614,117957,941,235,0
8,3,1089,500000,400,40,30,3,table,500000,276,70656,543,543,1065,5,1295,0,0,283443,71199,566,142,0
8,3,1089,500000,400,40,30,3,threshold,500000,248,63488,541,541,1214,7,42,0,0,254741,64029,509,128,0
9,3,1089,500000,400,40,30,3,fixed,500000,458,117400,551,551,729,5,0,0,0,470608,117951,941,235,0
9,3,1089,500000,400,40,30,3,table,500000,276,70656,542,542,751,7,1295,0,0,283442,71198,566,142,0
9,3,1089,500000,400,40,30,3,threshold,500000,248,63488,544,544,625,7,42,0,0,254744,64032,509,128,0
10,3,1089,500000,400,40,30,3,fixed,500000,458,117400,564,564,128,2,0,0,0,470621,117964,941,235,0
10,3,1089,500000,400,40,30,3,table,500000,276,70656,548,548,771,4,1295,0,0,283448,71204,566,142,0
10,3,1089,500000,400,40,30,3,threshold,500000,248,63488,544,544,961,7,42,0,0,254744,64032,509,128,0
1,3,1244,500000,400,40,30,3,fixed,500000,401,102735,554,554,402,4,0,0,0,411892,103289,823,206,0
1,3,1244,500000,400,40,30,3,table,500000,276,70656,539,539,1065,7,1295,0,0,283439,71195,566,142,0
1,3,1244,500000,400,40,30,3,threshold,500000,248,63488,550,550,600,3,42,0,0,254750,64038,509,128,0
2,3,1244,500000,400,40,30,3,fixed,500000,401,102735,563,563,791,1,0,0,0,411901,103298,823,206,0
2,3,1244,500000,400,40,30,3,table,500000,276,70656,552,552,811,4,1295,0,0,283452,71208,566,142,0
2,3,1244,500000,400,40,30,3,threshold,500000,248,63488,553,553,969,4,42,0,0,254753,64041,509,128,0
3,3,1244,500000,400,40,30,3,fixed,500000,401,102735,549,549,784,7,0,0,0,411887,103284,823,206,0
3,3,1244,500000,400,40,30,3,table,500000,276,70656,542,542,888,9,1295,0,0,283442,71198,566,142,0
3,3,1244,500000,400,40,30,3,threshold,500000,248,63488,544,544,623,8,42,0,0,254744,64032,509,128,0
4,3,1244,500000,400,40,30,3,fixed,500000,401,102735,557,557,893,4,0,0,0,411895,103292,823,206,0
4,3,1244,500000,400,40,30,3,table,500000,276,70656,536,536,1327,8,1295,0,0,283436,71192,566,142,0
4,3,1244,500000,400,40,30,3,threshold,500000,248,63488,546,546,734,7,42,0,0,254746,64034,509,128,0
5,3,1244,500000,400,40,30,3,fixed,500000,401,102734,560,560,419,3,0,0,0,411897,103294,823,206,0
5,3,1244,500000,400,40,30,3,table,500000,276,70656,556,556,308,3,1295,0,0,283456,71212,566,142,0
5,3,1244,500000,400,40,30,3,threshold,500000,248,63488,547,547,804,7,42,0,0,254747,64035,509,128,0
6,3,1244,500000,400,40,30,3,fixed,500000,401,102735,554,554,1054,4,0,0,0,411892,103289,823,206,0
6,3,1244,500000,400,40,30,3,table,500000,276,70656,557,557,718,3,1295,0,0,283457,71213,566,142,0
6,3,1244,500000,400,40,30,3,threshold,500000,248,63488,543,543,1075,4,42,0,0,254743,64031,509,128,0
7,3,1244,500000,400,40,30,3,fixed,500000,401,102735,557,557,753,3,0,0,0,411895,103292,823,206,0
7,3,1244,500000,400,40,30,3,table,500000,276,70656,558,558,779,4,1295,0,0,283458,71214,566,142,0
7,3,1244,500000,400,40,30,3,threshold,500000,248,63488,552,552,998,5,42,0,0,254752,64040,509,128,0
8,3,1244,500000,400,40,30,3,fixed,500000,401,102735,558,558,437,3,0,0,0,411896,103293,823,206,0
8,3,1244,500000,400,40,30,3,table,500000,276,70656,543,543,1065,5,1295,0,0,283443,71199,566,142,0
8,3,1244,500000,400,40,30,3,threshold,500000,248,63488,541,541,1214,7,42,0,0,254741,64029,509,128,0
9,3,1244,500000,400,40,30,3,fixed,500000,401,102735,560,560,147,4,0,0,0,411898,103295,823,206,0
9,3,1244,500000,400,40,30,3,table,500000,276,70656,542,542,751,7,1295,0,0,283442,71198,566,142,0
9,3,1244,500000,400,40,30,3,threshold,500000,248,63488,544,544,625,7,42,0,0,254744,64032,509,128,0
10,3,1244,500000,400,40,30,3,fixed,500000,401,102735,561,561,254,2,0,0,0,411899,103296,823,206,0
10,3,1244,500000,400,40,30,3,table,500000,276,70656,548,548,771,4,1295,0,0,283448,71204,566,142,0
10,3,1244,500000,400,40,30,3,threshold,500000,248,63488,544,544,961,7,42,0,0,254744,64032,509,128,0
1,3,1555,500000,400,40,30,3,fixed,500000,321,82176,552,552,475,4,0,0,0,329577,82728,659,165,0
1,3,1555,500000,400,40,30,3,table,500000,276,70656,539,539,1065,7,1295,0,0,283439,71195,566,142,0
1,3,1555,500000,400,40,30,3,threshold,500000,248,63488,550,550,600,3,42,0,0,254750,64038,509,128,0
2,3,1555,500000,400,40,30,3,fixed,500000,321,82176,552,552,1412,3,0,0,0,329577,82728,659,165,0
2,3,1555,500000,400,40,30,3,table,500000,276,70656,552,552,811,4,1295,0,0,283452,71208,566,142,0
2,3,1555,500000,400,40,30,3,threshold,500000,248,63488,553,553,969,4,42,0,0,254753,64041,509,128,0
3,3,1555,500000,400,40,30,3,fixed,500000,321,82176,548,548,564,6,0,0,0,329573,82724,659,165,0
3,3,1555,500000,400,40,30,3,table,500000,276,70656,542,542,888,9,1295,0,0,283442,71198,566,142,0
3,3,1555,500000,400,40,30,3,threshold,500000,248,63488,544,544,623,8,42,0,0,254744,64032,509,128,0
4,3,1555,500000,400,40,30,3,fixed,500000,321,82176,547,547,1314,8,0,0,0,329572,82723,659,165,0
4,3,1555,500000,400,40,30,3,table,500000,276,70656,536,536,1327,8,1295,0,0,283436,71192,566,142,0
4,3,1555,500000,400,40,30,3,threshold,500000,248,63488,546,546,734,7,42,0,0,254746,64034,509,128,0
5,3,1555,500000,400,40,30,3,fixed,500000,321,82176,556,556,657,5,0,0,0,329581,82732,659,165,0
5,3,1555,500000,400,40,30,3,table,500000,276,70656,556,556,308,3,1295,0,0,283456,71212,566,142,0
5,3,1555,500000,400,40,30,3,threshold,500000,248,63488,547,547,804,7,42,0,0,254747,64035,509,128,0
6,3,1555,500000,400,40,30,3,fixed,500000,321,82176,548,548,1386,6,0,0,0,329573,82724,659,165,0
6,3,1555,500000,400,40,30,3,table,500000,276,70656,557,557,718,3,1295,0,0,283457,71213,566,142,0
6,3,1555,500000,400,40,30,3,threshold,500000,248,63488,543,543,1075,4,42,0,0,254743,64031,509,128,0
7,3,1555,500000,400,40,30,3,fixed,500000,321,82176,555,555,1095,4,0,0,0,329580,82731,659,165,0
7,3,1555,500000,400,40,30,3,table,500000,276,70656,558,558,779,4,1295,0,0,283458,71214,566,142,0
7,3,1555,500000,400,40,30,3,threshold,500000,248,63488,552,552,998,5,42,0,0,254752,64040,509,128,0
8,3,1555,500000,400,40,30,3,fixed,500000,321,82176,546,546,1082,5,0,0,0,329571,82722,659,165,0
8,3,1555,500000,400,40,30,3,table,500000,276,70656,543,543,1065,5,1295,0,0,283443,71199,566,142,0
8,3,1555,500000,400,40,30,3,threshold,500000,248,63488,541,541,1214,7,42,0,0,254741,64029,509,128,0
9,3,1555,500000,400,40,30,3,fixed,500000,321,82176,547,547,792,7,0,0,0,329572,82723,659,165,0
9,3,1555,500000,400,40,30,3,table,500000,276,70656,542,542,751,7,1295,0,0,283442,71198,566,142,0
9,3,1555,500000,400,40,30,3,threshold,500000,248,63488,544,544,625,7,42,0,0,254744,64032,509,128,0
10,3,1555,500000,400,40,30,3,fixed,500000,321,82176,552,552,957,7,0,0,0,329577,82728,659,165,0
10,3,1555,500000,400,40,30,3,table,500000,276,70656,548,548,771,4,1295,0,0,283448,71204,566,142,0
10,3,1555,500000,400,40,30,3,threshold,500000,248,63488,544,544,961,7,42,0,0,254744,64032,509,128,0
1,3,2021,500000,400,40,30,3,fixed,500000,247,63232,546,546,664,5,0,0,0,253721,63778,507,127,0
1,3,2021,500000,400,40,30,3,table,500000,276,70656,539,539,1065,7,1295,0,0,283439,71195,566,142,0
1,3,2021,500000,400,40,30,3,threshold,500000,248,63488,550,550,600,3,42,0,0,254750,64038,509,128,0
2,3,2021,500000,400,40,30,3,fixed,500000,247,63232,551,551,1250,5,0,0,0,253726,63783,507,127,0
2,3,2021,500000,400,40,30,3,table,500000,276,70656,552,552,811,4,1295,0,0,283452,71208,566,142,0
2,3,2021,500000,400,40,30,3,threshold,500000,248,63488,553,553,969,4,42,0,0,254753,64041,509,128,0
3,3,2021,500000,400,40,30,3,fixed,500000,247,63232,547,547,564,8,0,0,0,253722,63779,507,127,0
3,3,2021,500000,400,40,30,3,table,500000,276,70656,542,542,888,9,1295,0,0,283442,71198,566,142,0
3,3,2021,500000,400,40,30,3,threshold,500000,248,63488,544,544,623,8,42,0,0,254744,64032,509,128,0
4,3,2021,500000,400,40,30,3,fixed,500000,247,63232,546,546,997,7,0,0,0,253721,63778,507,127,0
4,3,2021,500000,400,40,30,3,table,500000,276,70656,536,536,1327,8,1295,0,0,283436,71192,566,142,0
4,3,2021,500000,400,40,30,3,threshold,500000,248,63488,546,546,734,7,42,0,0,254746,64034,509,128,0
5,3,2021,500000,400,40,30,3,fixed,500000,247,63232,548,548,881,7,0,0,0,253723,63780,507,127,0
5,3,2021,500000,400,40,30,3,table,500000,276,70656,556,556,308,3,1295,0,0,283456,71212,566,142,0
5,3,2021,500000,400,40,30,3,threshold,500000,248,63488,547,547,804,7,42,0,0,254747,64035,509,128,0
6,3,2021,500000,400,40,30,3,fixed,500000,247,63232,538,538,1045,8,0,0,0,253713,63770,507,127,0
6,3,2021,500000,400,40,30,3,table,500000,276,70656,557,557,718,3,1295,0,0,283457,71213,566,142,0
6,3,2021,500000,400,40,30,3,threshold,500000,248,63488,543,543,1075,4,42,0,0,254743,64031,509,128,0
7,3,2021,500000,400,40,30,3,fixed,500000,247,63232,555,555,740,3,0,0,0,253730,63787,507,127,0
7,3,2021,500000,400,40,30,3,table,500000,276,70656,558,558,779,4,1295,0,0,283458,71214,566,142,0
7,3,2021,500000,400,40,30,3,threshold,500000,248,63488,552,552,998,5,42,0,0,254752,64040,509,128,0
8,3,2021,500000,400,40,30,3,fixed,500000,247,63232,534,534,1391,7,0,0,0,253709,63766,507,127,0
8,3,2021,500000,400,40,30,3,table,500000,276,70656,543,543,1065,5,1295,0,0,283443,71199,566,142,0
8,3,2021,500000,400,40,30,3,threshold,500000,248,63488,541,541,1214,7,42,0,0,254741,64029,509,128,0
9,3,2021,500000,400,40,30,3,fixed,500000,247,63232,536,536,963,8,0,0,0,253711,63768,507,127,0
9,3,2021,500000,400,40,30,3,table,500000,276,70656,542,542,751,7,1295,0,0,283442,71198,566,142,0
9,3,2021,500000,400,40,30,3,threshold,500000,248,63488,544,544,625,7,42,0,0,254744,64032,509,128,0
10,3,2021,500000,400,40,30,3,fixed,500000,247,63232,538,538,1397,12,0,0,0,253713,63770,507,127,0
10,3,2021,500000,400,40,30,3,table,500000,276,70656,548,548,771,4,1295,0,0,283448,71204,566,142,0
10,3,2021,500000,400,40,30,3,threshold,500000,248,63488,544,544,961,7,42,0,0,254744,64032,509,128,0
1,3,2400,500000,400,40,30,3,fixed,500000,207,53244,546,546,526,5,0,0,0,213728,53790,427,107,0
1,3,2400,500000,400,40,30,3,table,500000,276,70656,539,539,1065,7,1295,0,0,283439,71195,566,142,0
1,3,2400,500000,400,40,30,3,threshold,500000,248,63488,550,550,600,3,42,0,0,254750,64038,509,128,0
2,3,2400,500000,400,40,30,3,fixed,500000,207,53244,530,530,1857,9,0,0,0,213712,53774,427,107,0
2,3,2400,500000,400,40,30,3,table,500000,276,70656,552,552,811,4,1295,0,0,283452,71208,566,142,0
2,3,2400,500000,400,40,30,3,threshold,500000,248,63488,553,553,969,4,42,0,0,254753,64041,509,128,0
3,3,2400,500000,400,40,30,3,fixed,500000,207,53244,528,528,1101,13,0,0,0,213708,53772,427,107,0
3,3,2400,500000,400,40,30,3,table,500000,276,70656,542,542,888,9,1295,0,0,283442,71198,566,142,0
3,3,2400,500000,400,40,30,3,threshold,500000,248,63488,544,544,623,8,42,0,0,254744,64032,509,128,0
4,3,2400,500000,400,40,30,3,fixed,500000,207,53244,535,535,914,7,0,0,0,213716,53779,427,107,0
4,3,2400,500000,400,40,30,3,table,500000,276,70656,536,536,1327,8,1295,0,0,283436,71192,566,142,0
4,3,2400,500000,400,40,30,3,threshold,500000,248,63488,546,546,734,7,42,0,0,254746,64034,509,128,0
5,3,2400,500000,400,40,30,3,fixed,500000,207,53244,531,531,1266,10,0,0,0,213712,53775,427,107,0
5,3,2400,500000,400,40,30,3,table,500000,276,70656,556,556,308,3,1295,0,0,283456,71212,566,142,0
5,3,2400,500000,400,40,30,3,threshold,500000,248,63488,547,547,804,7,42,0,0,254747,64035,509,128,0
6,3,2400,500000,400,40,30,3,fixed,500000,207,53244,529,529,1200,7,0,0,0,213711,53773,427,107,0
6,3,2400,500000,400,40,30,3,table,500000,276,70656,557,557,718,3,1295,0,0,283457,71213,566,142,0
6,3,2400,500000,400,40,30,3,threshold,500000,248,63488,543,543,1075,4,42,0,0,254743,64031,509,128,0
7,3,2400,500000,400,40,30,3,fixed,500000,207,53244,540,540,1195,6,0,0,0,213722,53784,427,107,0
7,3,2400,500000,400,40,30,3,table,500000,276,70656,558,558,779,4,1295,0,0,283458,71214,566,142,0
7,3,2400,500000,400,40,30,3,threshold,500000,248,63488,552,552,998,5,42,0,0,254752,64040,509,128,0
8,3,2400,500000,400,40,30,3,fixed,500000,207,53244,535,535,1024,7,0,0,0,213716,53779,427,107,0
8,3,2400,500000,400,40,30,3,table,500000,276,70656,543,543,1065,5,1295,0,0,283443,71199,566,142,0
8,3,2400,500000,400,40,30,3,threshold,500000,248,63488,541,541,1214,7,42,0,0,254741,64029,509,128,0
9,3,2400,500000,400,40,30,3,fixed,500000,207,53244,515,515,1470,14,0,0,0,213697,53759,427,107,0
9,3,2400,500000,400,40,30,3,table,500000,276,70656,542,542,751,7,1295,0,0,283442,71198,566,142,0
9,3,2400,500000,400,40,30,3,threshold,500000,248,63488,544,544,625,7,42,0,0,254744,64032,509,128,0
10,3,2400,500000,400,40,30,3,fixed,500000,207,53244,520,520,1697,13,0,0,0,213702,53764,427,107,0
10,3,2400,500000,400,40,30,3,table,500000,276,70656,548,548,771,4,1295,0,0,283448,71204,566,142,0
10,3,2400,500000,400,40,30,3,threshold,500000,248,63488,544,544,961,7,42,0,0,254744,64032,509,128,0
