strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,10,469.500000,460.000000,474.000000,4.352522,557.400000,39.000000,1054.000000,349.053068,2.800000,1.000000,7.000000,1.813529,102734.900000,102734.000000,102735.000000,0.316228,469.500000,460.000000,474.000000,4.352522,0.000000,0.000000,0.000000,0.000000,103204.400000,103195.000000,103209.000000,4.299871,20.600000,20.600000,20.600000,0.000000
table,10,460.900000,451.000000,472.000000,6.935416,767.800000,481.000000,1174.000000,234.918331,4.500000,2.000000,9.000000,2.121320,70656.000000,70656.000000,70656.000000,0.000000,460.900000,451.000000,472.000000,6.935416,1295.000000,1295.000000,1295.000000,0.000000,71116.900000,71107.000000,71128.000000,6.935416,14.200000,14.200000,14.200000,0.000000
threshold,10,459.300000,453.000000,470.000000,5.250397,828.800000,441.000000,1100.000000,228.906483,5.300000,1.000000,9.000000,2.213594,63488.000000,63488.000000,63488.000000,0.000000,459.300000,453.000000,470.000000,5.250397,42.000000,42.000000,42.000000,0.000000,63947.300000,63941.000000,63958.000000,5.250397,12.700000,12.700000,12.700000,0.000000
