scenario,seed,requested_total_cycles,window_size,event_count,paired_event_count,pair_gap_min,pair_gap_max,cluster_event_count,cluster_bit_count,control_quantization,control_source,control_policy_schedule,control_policy_level_map_output,control_delay_points,safe_interval,level_intervals,threshold_levels,threshold_intervals,strategy,total_cycles,scrub_cycles,reads,writes,corrected,uncorrectable_detections,unique_uncorrectable_words,interval_switches,safe_entries,safe_cycles,scrub_active_cycles,memory_busy_cycles,scrub_per_mille,busy_per_mille,safe_per_mille
upsets,4,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,501,501,705,3,1347,0,0,28581,7413,571,148,0
upsets,4,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,500,500,721,5,788,0,0,27085,7044,541,140,0
upsets,5,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,500,500,617,5,0,0,0,41580,10612,831,212,0
upsets,5,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,489,489,595,7,1347,0,0,28569,7401,571,148,0
upsets,5,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,475,475,568,7,788,0,0,27060,7019,541,140,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,511,511,1091,8,0,0,0,41591,10623,831,212,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,505,505,423,8,1347,0,0,28585,7417,571,148,0
upsets,6,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,483,483,951,7,788,0,0,27068,7027,541,140,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,511,511,978,0,0,0,0,41591,10623,831,212,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,499,499,652,1,1347,0,0,28579,7411,571,148,0
upsets,7,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,491,491,698,0,788,0,0,27076,7035,541,140,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,506,506,778,4,0,0,0,41586,10618,831,212,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,490,490,662,3,1347,0,0,28570,7402,571,148,0
upsets,8,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,487,487,580,3,788,0,0,27072,7031,541,140,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,478,478,1034,4,0,0,0,41558,10590,831,211,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,483,483,692,1,1347,0,0,28563,7395,571,147,0
upsets,9,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,488,488,531,2,788,0,0,27073,7032,541,140,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,521,521,541,4,0,0,0,41601,10633,832,212,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,497,497,507,3,1347,0,0,28577,7409,571,148,0
upsets,10,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,483,483,624,3,788,0,0,27068,7027,541,140,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,508,508,582,4,0,0,0,41588,10620,831,212,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,503,503,494,3,1347,0,0,28583,7415,571,148,0
upsets,11,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,497,497,493,3,788,0,0,27082,7041,541,140,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,520,520,732,2,0,0,0,41600,10632,832,212,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,497,497,752,2,1347,0,0,28577,7409,571,148,0
upsets,12,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,478,478,916,1,788,0,0,27063,7022,541,140,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,512,512,676,4,0,0,0,41592,10624,831,212,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,478,478,729,5,1347,0,0,28558,7390,571,147,0
upsets,13,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,472,472,666,5,788,0,0,27057,7016,541,140,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,508,508,973,4,0,0,0,41588,10620,831,212,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,438,438,1446,4,1347,0,0,28518,7350,570,147,0
upsets,14,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,484,484,878,5,788,0,0,27069,7028,541,140,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,502,502,833,5,0,0,0,41582,10614,831,212,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,456,456,1104,6,1347,0,0,28536,7368,570,147,0
upsets,15,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,471,471,614,7,788,0,0,27056,7015,541,140,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,531,531,681,2,0,0,0,41611,10643,832,212,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,466,466,1004,4,1347,0,0,28546,7378,570,147,0
upsets,16,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,491,491,680,4,788,0,0,27076,7035,541,140,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,499,499,981,6,0,0,0,41579,10611,831,212,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,458,458,1037,7,1347,0,0,28538,7370,570,147,0
upsets,17,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,468,468,867,8,788,0,0,27053,7012,541,140,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,493,493,997,4,0,0,0,41573,10605,831,212,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,489,489,888,3,1347,0,0,28569,7401,571,148,0
upsets,18,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,490,490,483,2,788,0,0,27075,7034,541,140,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,505,505,987,3,0,0,0,41585,10617,831,212,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,503,503,609,3,1347,0,0,28583,7415,571,148,0
upsets,19,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,484,484,842,3,788,0,0,27069,7028,541,140,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,510,510,708,3,0,0,0,41590,10622,831,212,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,485,485,642,3,1347,0,0,28565,7397,571,147,0
upsets,20,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,475,475,911,3,788,0,0,27060,7019,541,140,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,484,484,1189,4,0,0,0,41564,10596,831,211,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,454,454,1136,5,1347,0,0,28534,7366,570,147,0
upsets,21,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,458,458,1204,5,788,0,0,27043,7002,540,140,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,514,514,1085,4,0,0,0,41594,10626,831,212,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,495,495,866,4,1347,0,0,28575,7407,571,148,0
upsets,22,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,473,473,1198,5,788,0,0,27058,7017,541,140,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,490,490,1111,5,0,0,0,41570,10602,831,212,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,448,448,1107,6,1347,0,0,28528,7360,570,147,0
upsets,23,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,471,471,1054,6,788,0,0,27056,7015,541,140,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,504,504,1021,6,0,0,0,41584,10616,831,212,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,462,462,978,4,1347,0,0,28542,7374,570,147,0
upsets,24,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,451,451,1190,4,788,0,0,27036,6995,540,139,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,481,481,1339,6,0,0,0,41561,10593,831,211,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,457,457,1155,7,1347,0,0,28537,7369,570,147,0
upsets,25,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,454,454,1016,8,788,0,0,27039,6998,540,139,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,522,522,612,4,0,0,0,41602,10634,832,212,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,502,502,441,4,1347,0,0,28582,7414,571,148,0
upsets,26,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,475,475,734,6,788,0,0,27060,7019,541,140,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,526,526,487,5,0,0,0,41606,10638,832,212,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,488,488,706,4,1347,0,0,28568,7400,571,148,0
upsets,27,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",threshold,50000,409,6544,478,478,754,5,788,0,0,27063,7022,541,140,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",fixed,50000,632,10112,485,485,1290,5,0,0,0,41565,10597,831,211,0
upsets,28,50000,43824,400,100,60,300,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule_modified_delay.csv,results/paper/tables/risk_policy_level_map_modified_delay.csv,0,1,"120,115,110,105,100,90,80,70","2,1,4,3","130,100,80",table,50000,432,6912,447,447,1038,3,1347,0,0,28527,7359,570,147,0
