strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,482.733333,438.000000,507.000000,20.987572,777.300000,423.000000,1446.000000,267.532937,4.000000,1.000000,8.000000,1.741977,6912.000000,6912.000000,6912.000000,0.000000,482.733333,438.000000,507.000000,20.987572,1347.000000,1347.000000,1347.000000,0.000000,7394.733333,7350.000000,7419.000000,20.987572,14.756667,14.700000,14.800000,0.050401
threshold,30,477.233333,451.000000,500.000000,12.330739,806.066667,483.000000,1204.000000,204.819506,4.300000,0.000000,8.000000,1.967845,6544.000000,6544.000000,6544.000000,0.000000,477.233333,451.000000,500.000000,12.330739,788.000000,788.000000,788.000000,0.000000,7021.233333,6995.000000,7044.000000,12.330739,13.993333,13.900000,14.000000,0.025371
