strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,497.800000,451.000000,523.000000,17.646725,1219.066667,605.000000,2125.000000,360.957246,4.566667,0.000000,8.000000,1.675036,10112.000000,10112.000000,10112.000000,0.000000,497.800000,451.000000,523.000000,17.646725,0.000000,0.000000,0.000000,0.000000,10609.800000,10563.000000,10635.000000,17.646725,21.176667,21.100000,21.200000,0.043018
table,30,473.533333,431.000000,509.000000,22.753148,1018.666667,537.000000,1634.000000,304.561565,4.333333,1.000000,9.000000,1.971055,6912.000000,6912.000000,6912.000000,0.000000,473.533333,431.000000,509.000000,22.753148,1347.000000,1347.000000,1347.000000,0.000000,7385.533333,7343.000000,7421.000000,22.753148,14.713333,14.600000,14.800000,0.057135
threshold,30,469.266667,427.000000,502.000000,16.444123,1016.500000,610.000000,1596.000000,239.518015,4.633333,0.000000,9.000000,2.157318,6544.000000,6544.000000,6544.000000,0.000000,469.266667,427.000000,502.000000,16.444123,788.000000,788.000000,788.000000,0.000000,7013.266667,6971.000000,7046.000000,16.444123,13.980000,13.900000,14.000000,0.040684
