strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,419.133333,385.000000,449.000000,16.115389,750.466667,406.000000,979.000000,126.076532,4.966667,2.000000,9.000000,2.157318,3936.000000,3936.000000,3936.000000,0.000000,419.133333,385.000000,449.000000,16.115389,1295.000000,1295.000000,1295.000000,0.000000,4355.133333,4321.000000,4385.000000,16.115389,8.666667,8.600000,8.700000,0.047946
threshold,30,439.633333,393.000000,471.000000,18.174410,748.900000,490.000000,1122.000000,147.636167,4.733333,0.000000,8.000000,1.998850,4544.000000,4544.000000,4544.000000,0.000000,439.633333,393.000000,471.000000,18.174410,776.000000,776.000000,776.000000,0.000000,4983.633333,4937.000000,5015.000000,18.174410,9.920000,9.800000,10.000000,0.048423
