seed,pair_id,first_cycle,second_cycle,gap_actual,gap_preferred,first_shift,second_shift,first_address,second_address,same_address,first_level,second_level,max_level,first_aggressive,second_aggressive,any_aggressive
10,1,142446,143421,975,975,0,0,101,101,1,2,2,2,0,0,0
10,2,415906,417237,1331,1331,0,0,250,250,1,0,0,0,0,0,0
10,3,52486,54352,1866,1866,0,0,28,28,1,2,2,2,0,0,0
10,4,89335,90237,902,902,0,0,226,226,1,1,1,1,0,0,0
10,5,68205,70219,2014,2014,0,0,233,233,1,2,2,2,0,0,0
10,6,172204,173610,1406,1406,0,0,64,64,1,1,1,1,0,0,0
10,7,60782,61650,868,868,0,0,153,153,1,2,2,2,0,0,0
10,8,84742,86184,1442,1442,0,0,104,104,1,2,1,2,0,0,0
10,9,58854,59495,641,641,0,0,137,137,1,2,2,2,0,0,0
10,10,173472,174452,980,980,0,0,202,202,1,1,1,1,0,0,0
10,11,28391,29241,850,850,0,0,141,141,1,2,2,2,0,0,0
10,12,380443,383375,2932,2932,0,0,137,137,1,0,1,1,0,0,0
10,13,367580,368685,1105,1105,0,0,88,88,1,1,0,1,0,0,0
10,14,249404,250702,1298,1298,0,0,67,67,1,0,0,0,0,0,0
10,15,163933,164974,1041,1041,0,0,157,157,1,1,1,1,0,0,0
10,16,244709,246867,2158,2158,0,0,187,187,1,1,1,1,0,0,0
10,17,73724,74582,858,858,0,0,184,184,1,2,2,2,0,0,0
10,18,260081,260731,650,650,0,0,123,123,1,1,0,1,0,0,0
10,19,226442,228795,2353,2353,0,0,196,196,1,1,1,1,0,0,0
10,20,311422,312817,1395,1395,0,0,234,234,1,1,0,1,0,0,0
10,21,203563,206110,2547,2547,0,0,237,237,1,1,0,1,0,0,0
10,22,34806,36503,1697,1697,0,0,149,149,1,2,2,2,0,0,0
10,23,157869,160439,2570,2570,0,0,218,218,1,1,1,1,0,0,0
10,24,354678,356392,1714,1714,0,0,124,124,1,0,0,0,0,0,0
10,25,226495,228760,2265,2265,0,0,227,227,1,1,1,1,0,0,0
10,26,18461,20873,2412,2412,0,0,205,205,1,1,2,2,0,0,0
10,27,159141,160694,1553,1553,0,0,85,85,1,1,1,1,0,0,0
10,28,233391,235081,1690,1690,0,0,232,232,1,1,1,1,0,0,0
10,29,117424,119155,1731,1731,0,0,164,164,1,1,1,1,0,0,0
10,30,96425,98220,1795,1795,0,0,17,17,1,1,1,1,0,0,0
10,31,20454,22957,2503,2503,0,0,82,82,1,1,2,2,0,0,0
10,32,447813,450031,2218,2218,0,0,148,148,1,0,0,0,0,0,0
10,33,224964,227843,2879,2879,0,0,44,44,1,0,1,1,0,0,0
10,34,382146,384316,2170,2170,0,0,184,184,1,3,0,3,0,0,0
10,35,302091,304258,2167,2167,0,0,255,255,1,0,0,0,0,0,0
10,36,322622,323884,1262,1262,0,0,241,241,1,3,0,3,0,0,0
10,37,140179,142118,1939,1939,0,0,57,57,1,1,1,1,0,0,0
10,38,486387,487127,740,740,0,0,227,227,1,6,1,6,1,0,1
10,39,126655,129604,2949,2949,0,0,92,92,1,1,1,1,0,0,0
