hour_index,nu,tau_seconds,lambda,q_cycle,cycles_per_hour
95,8.65985544982,60,0.144330924164,5.24252028984e-09,60
96,8.96338624104,60,0.149389770684,5.61646499273e-09,60
97,9.64639062521,60,0.160773177087,6.50501830798e-09,60
98,9.35077684288,60,0.155846280715,6.11243451768e-09,60
99,9.45946689818,60,0.157657781636,6.25535782819e-09,60
100,9.75370493164,60,0.162561748861,6.65055762297e-09,60
101,10.1129652298,60,0.168549420496,7.14950315925e-09,60
102,9.38254231358,60,0.156375705226,6.1540340896e-09,60
103,9.12885264696,60,0.152147544116,5.82574174237e-09,60
104,8.96227700869,60,0.149371283478,5.61507498698e-09,60
105,8.54238800241,60,0.142373133374,5.10125955684e-09,60
106,8.5346831246,60,0.142244718743,5.09206145999e-09,60
107,8.51545088666,60,0.141924181444,5.06913819608e-09,60
108,8.47035609317,60,0.141172601553,5.0155916551e-09,60
109,8.43349503046,60,0.140558250508,4.97203321232e-09,60
110,8.41335951004,60,0.140222658501,4.94831944691e-09,60
111,8.39693955043,60,0.139948992507,4.92902348833e-09,60
112,8.3848421329,60,0.139747368882,4.91483129327e-09,60
113,8.3672076399,60,0.139453460665,4.89417988051e-09,60
114,8.29689925468,60,0.138281654245,4.81227533578e-09,60
115,8.27106015668,60,0.137851002611,4.78234819646e-09,60
116,8.26331903183,60,0.137721983864,4.77340050914e-09,60
117,8.25635355266,60,0.137605892544,4.76535652385e-09,60
118,8.43138735331,60,0.140523122555,4.96954832765e-09,60
119,8.76329932047,60,0.146054988675,5.36851444285e-09,60
120,8.64766096607,60,0.144127682768,5.22776604434e-09,60
121,9.12786906124,60,0.152131151021,5.82448642411e-09,60
122,9.74928793043,60,0.162488132174,6.6445355278e-09,60
123,10.0789900284,60,0.16798316714,7.10154535965e-09,60
124,9.88589930756,60,0.164764988459,6.83205257283e-09,60
125,10.9943083272,30,0.0916192360596,2.11249002773e-09,120
126,9.60929152815,60,0.160154858803,6.4550791653e-09,60
127,8.90045694261,60,0.148340949043,5.5378787325e-09,60
128,8.31698736475,60,0.138616456079,4.83560611026e-09,60
129,8.27336055186,60,0.137889342531,4.78500875518e-09,60
130,8.41342499685,60,0.140223749948,4.94839647939e-09,60
131,8.2687597615,60,0.137812662692,4.77968837761e-09,60
132,8.26132889493,60,0.137688814915,4.77110153544e-09,60
133,8.25480236622,60,0.137580039437,4.76356608163e-09,60
134,8.25090954033,60,0.137515159005,4.75907430578e-09,60
135,8.2306200937,60,0.137177001562,4.73569742552e-09,60
136,8.21137197131,60,0.136856199522,4.7135735279e-09,60
137,8.46200362558,60,0.14103339376,5.00570496049e-09,60
138,8.7207326919,60,0.145345544865,5.31648733539e-09,60
139,8.5748554393,60,0.142914257322,5.14011041949e-09,60
140,9.00067193162,60,0.15001119886,5.66328866573e-09,60
141,9.46048563082,60,0.157674760514,6.25670523611e-09,60
142,9.51953359741,60,0.15865889329,6.33505188568e-09,60
143,9.16798037288,60,0.152799672881,5.87578889416e-09,60
144,9.69391921688,60,0.161565320281,6.56927778809e-09,60
145,10.0504231816,60,0.167507053027,7.06134663682e-09,60
146,10.7235074196,60,0.178725123659,8.03882450111e-09,60
147,9.91387956778,60,0.16523132613,6.87078109485e-09,60
148,9.49092679526,60,0.158182113254,6.29703462846e-09,60
149,9.68845023618,60,0.161474170603,6.56186755118e-09,60
150,9.15349964719,60,0.152558327453,5.85724206318e-09,60
151,9.56716299995,60,0.159452716666,6.39860322946e-09,60
152,9.39590011534,60,0.156598335256,6.17156939746e-09,60
153,9.16780377955,60,0.152796729659,5.87556253785e-09,60
154,9.2206763261,60,0.153677938768,5.94352903639e-09,60
155,8.88691427114,60,0.148115237852,5.5210390094e-09,60
156,8.94235731927,60,0.149039288655,5.59014242813e-09,60
157,8.77053356882,60,0.14617555948,5.37738169608e-09,60
158,8.99251922946,60,0.149875320491,5.65303383244e-09,60
159,9.00507845181,60,0.150084640864,5.66883525266e-09,60
160,8.55309993722,60,0.14255166562,5.11406127483e-09,60
161,8.62517891854,60,0.143752981976,5.20061925684e-09,60
162,8.9305046013,60,0.148841743355,5.57533325246e-09,60
163,9.46335573917,60,0.157722595653,6.26050211221e-09,60
164,9.61800036424,60,0.160300006071,6.4667848567e-09,60
165,9.24912380629,60,0.154152063438,5.98025936669e-09,60
166,8.83062345818,60,0.147177057636,5.45131863327e-09,60
167,9.02102958057,60,0.150350493009,5.68893600092e-09,60
168,9.0121436184,60,0.15020239364,5.67773400402e-09,60
169,9.2242706837,60,0.153737844728,5.94816369265e-09,60
170,9.30753383011,60,0.155125563835,6.05603088205e-09,60
171,9.20375965277,60,0.153395994213,5.92174050297e-09,60
172,8.81384854937,60,0.146897475823,5.43062733842e-09,60
173,9.10853051807,60,0.151808841968,5.79983274789e-09,60
174,8.78892799405,60,0.146482133234,5.39996129644e-09,60
175,8.80525021505,60,0.146754170251,5.42003682898e-09,60
176,8.86135538659,60,0.147689256443,5.48932751205e-09,60
177,8.78262419807,60,0.146377069968,5.39221790686e-09,60
178,8.54515680621,60,0.142419280103,5.104566987e-09,60
179,8.54327198349,60,0.142387866392,5.10231538578e-09,60
180,8.54017804972,60,0.142336300829,5.09862046247e-09,60
181,8.52701097379,60,0.142116849563,5.08291067995e-09,60
182,8.51790213439,60,0.141965035573,5.0720570085e-09,60
183,8.50902589146,60,0.141817098191,5.06149164814e-09,60
184,8.483283163,60,0.141388052717,5.03091247004e-09,60
185,8.45902631847,60,0.140983771974,5.00218312339e-09,60
186,8.6779988837,60,0.144633314728,5.26451071725e-09,60
187,8.61030195498,60,0.143505032583,5.18269436523e-09,60
188,8.72035584596,60,0.145339264099,5.31602786635e-09,60
189,8.84764098129,60,0.147460683022,5.47234938562e-09,60
190,8.89127732383,60,0.148187955397,5.52646147586e-09,60
191,9.51381621109,60,0.158563603518,6.32744456713e-09,60
192,9.32717485636,60,0.155452914273,6.08161707192e-09,60
193,9.8189090338,60,0.163648483897,6.73977358933e-09,60
194,9.81367927208,60,0.163561321201,6.73259600513e-09,60
195,10.3784200937,60,0.172973668228,7.52976333229e-09,60
196,9.70948065561,60,0.161824677594,6.59038575552e-09,60
197,9.37935406086,60,0.156322567681,6.14985243356e-09,60
198,8.98054402664,60,0.149675733777,5.63798773691e-09,60
199,8.9171048638,60,0.148618414397,5.55861483445e-09,60
200,8.7046336051,60,0.145077226752,5.29687623367e-09,60
201,8.994618845,60,0.149910314083,5.65567393428e-09,60
202,8.65636714357,60,0.144272785726,5.23829762512e-09,60
203,8.54415596457,60,0.142402599409,5.10337132397e-09,60
204,8.6032932137,60,0.143388220228,5.17426042638e-09,60
205,8.54238800241,60,0.142373133374,5.10125955684e-09,60
206,8.53641602803,60,0.142273600467,5.09412947974e-09,60
207,8.5232489521,60,0.142054149202,5.07842662286e-09,60
208,8.51616923096,60,0.141936153849,5.06999347436e-09,60
209,8.50167082618,60,0.14169451377,5.05274528576e-09,60
210,8.63397044555,60,0.143899507426,5.21122650029e-09,60
211,8.76810499321,60,0.14613508322,5.37440409617e-09,60
212,8.8291629095,60,0.147152715158,5.44951553118e-09,60
213,8.91875590131,60,0.148645931689,5.56067342441e-09,60
214,9.44314301939,60,0.15738571699,6.23378714165e-09,60
215,9.2918036162,60,0.154863393603,6.03557816847e-09,60
216,9.37727863431,60,0.156287977238,6.1471311044e-09,60
217,9.03836011841,60,0.150639335307,5.7108153272e-09,60
218,9.53179391513,60,0.158863231919,6.35138036731e-09,60
219,9.44899435895,60,0.157483239316,6.24151493021e-09,60
220,9.31569863706,60,0.155261643951,6.06666055297e-09,60
221,9.57676065179,60,0.15961267753,6.41144765779e-09,60
222,8.83049866918,60,0.14717497782,5.45116456491e-09,60
223,8.55470422781,60,0.142578403797,5.11597992652e-09,60
224,8.54487738066,60,0.142414623011,5.10423315506e-09,60
225,8.54238800241,60,0.142373133374,5.10125955684e-09,60
226,8.53641602803,60,0.142273600467,5.09412947974e-09,60
227,8.5232489521,60,0.142054149202,5.07842662286e-09,60
228,8.51616923096,60,0.141936153849,5.06999347436e-09,60
229,8.50167082618,60,0.14169451377,5.05274528576e-09,60
230,8.47592809772,60,0.141265468295,5.02219257985e-09,60
231,8.45226560677,60,0.140871093446,4.99419052415e-09,60
232,8.43061852754,60,0.140510308792,4.96864206099e-09,60
233,8.41101380152,60,0.140183563359,4.9455605735e-09,60
234,8.39459384191,60,0.139909897365,4.92627000002e-09,60
235,8.38357705991,60,0.139726284332,4.91334834316e-09,60
236,8.3767191527,60,0.139611985878,4.90531322757e-09,60
237,8.6046862563,60,0.143411437605,5.17593619136e-09,60
238,9.10670716022,60,0.15177845267,5.79751094372e-09,60
239,9.11505087836,60,0.151917514639,5.80813936437e-09,60
240,9.64313048208,60,0.160718841368,6.50062211299e-09,60
241,9.95156027179,60,0.165859337863,6.92310932278e-09,60
242,9.62424930945,60,0.160404155157,6.47519070206e-09,60
243,9.87826507121,60,0.164637751187,6.82150474839e-09,60
244,10.1756522869,60,0.169594204781,7.23841286461e-09,60
245,9.68390998738,60,0.16139849979,6.55571888349e-09,60
246,9.55696387155,60,0.159282731192,6.38496796675e-09,60
247,9.12667648397,60,0.152111274733,5.8229645582e-09,60
248,8.81131562701,60,0.14685526045,5.42750648132e-09,60
249,8.77405287916,60,0.146234214653,5.38169807473e-09,60
250,8.44212453921,60,0.140702075654,4.98221360745e-09,60
251,8.42198901879,60,0.140366483646,4.95847554811e-09,60
252,8.40397667598,60,0.140066277933,4.93728856905e-09,60
253,8.38863735189,60,0.139810622531,4.91928148617e-09,60
254,8.37978184092,60,0.139663030682,4.90890083537e-09,60
255,8.37592033936,60,0.139598672323,4.90437771983e-09,60
256,8.36398853805,60,0.139399808967,4.89041474559e-09,60
257,8.32688697797,60,0.138781449633,4.84712449259e-09,60
258,8.29472138881,60,0.13824535648,4.80974930422e-09,60
259,8.27336055186,60,0.137889342531,4.78500875518e-09,60
260,8.26530916874,60,0.137755152812,4.77570003659e-09,60
261,8.25834368957,60,0.137639061493,4.76765411317e-09,60
262,8.58620034158,60,0.143103339026,5.15372059097e-09,60
263,9.69735356154,60,0.161622559359,6.573933317e-09,60
264,9.95778289764,60,0.165963048294,6.93176995219e-09,60
265,9.01340318772,60,0.150223386462,5.67932119562e-09,60
266,9.30443593146,60,0.155073932191,6.05200020152e-09,60
267,8.32432633918,60,0.13873877232,4.84414382847e-09,60
268,8.58220947832,60,0.143036824639,5.1489308089e-09,60
269,8.70524740024,60,0.145087456671,5.29762326374e-09,60
270,8.61518838932,60,0.143586473155,5.18857849843e-09,60
271,8.72387250629,60,0.145397875105,5.32031632295e-09,60
272,8.95228549832,60,0.149204758305,5.60256213853e-09,60
273,8.82908917852,60,0.147151486309,5.44942451543e-09,60
274,9.62264041569,60,0.160377340262,6.47302595699e-09,60
275,9.3702756008,60,0.156171260013,6.1379530705e-09,60
276,9.16889825046,60,0.152814970841,5.87696549461e-09,60
277,8.77423158078,60,0.146237193013,5.38191729565e-09,60
278,8.90984037986,60,0.148497339664,5.54956166743e-09,60
279,8.88730994267,60,0.148121832378,5.52153064609e-09,60
280,9.18319787707,60,0.153053297951,5.89531098e-09,60
281,9.72882081864,60,0.162147013644,6.61666647668e-09,60
282,10.8176900698,30,0.0901474172486,2.04516292975e-09,120
283,10.1569221579,60,0.169282035965,7.21179017228e-09,60
284,10.1864530295,60,0.169774217158,7.25378715684e-09,60
285,9.77718056173,60,0.162953009362,6.68260983637e-09,60
286,9.77945608665,60,0.162990934778,6.6857207976e-09,60
287,11.4084210285,30,0.0950701752371,2.27462560651e-09,120
288,11.0488563349,30,0.0920738027909,2.13350417064e-09,120
289,12.4056684944,30,0.103380570787,2.68967116076e-09,120
290,10.8901262547,30,0.0907510521228,2.07264380432e-09,120
291,11.3584649945,30,0.0946538749542,2.25474862525e-09,120
292,11.4845310022,30,0.0957044250182,2.30507665237e-09,120
293,11.7826904137,30,0.0981890867807,2.42631831635e-09,120
294,10.6891729525,60,0.178152882541,7.98742958286e-09,60
295,10.6846433834,60,0.178077389723,7.98066162262e-09,60
296,11.2059960297,30,0.0933833002473,2.19462221731e-09,120
297,11.3574323695,30,0.0946452697462,2.2543386748e-09,120
298,10.1950680726,60,0.169917801211,7.26606191329e-09,60
299,10.2774475369,60,0.171290792282,7.38396061114e-09,60
300,10.7204234384,60,0.178673723973,8.03420138339e-09,60
301,10.4943754366,60,0.174906257277,7.69895938146e-09,60
302,10.6179807298,60,0.176966345496,7.88138784784e-09,60
303,10.5503865289,60,0.175839775481,7.78136121855e-09,60
304,9.78629775185,60,0.163104962531,6.69507867254e-09,60
305,10.146324577,60,0.169105409616,7.19674867505e-09,60
306,10.7146712469,60,0.178577854116,8.02558197273e-09,60
307,11.8708721112,30,0.09892393426,2.46277136523e-09,120
308,11.0634403358,30,0.0921953361318,2.13914014979e-09,120
309,11.5871581528,30,0.0965596512736,2.34645760707e-09,120
310,12.2800114313,30,0.102333428594,2.63545973347e-09,120
311,11.659300361,30,0.0971608363416,2.37576688194e-09,120
312,11.8123003386,30,0.0984358361547,2.43852832467e-09,120
313,12.7812643633,30,0.106510536361,2.85500240506e-09,120
314,11.0499968811,30,0.0920833073423,2.13394466611e-09,120
315,11.2502128269,30,0.0937517735573,2.21197553684e-09,120
316,11.0810237766,30,0.0923418648053,2.14594514592e-09,120
317,11.1671538097,30,0.0930596150812,2.179434587e-09,120
318,10.6074365157,60,0.176790608595,7.86574235368e-09,60
319,11.2135560398,30,0.0934463003315,2.19758437484e-09,120
320,10.5307711057,60,0.175512851762,7.75245368941e-09,60
321,10.8483977337,30,0.0904033144478,2.05679042365e-09,120
322,9.76040437521,60,0.162673406253,6.65969678339e-09,60
323,10.5400464518,60,0.175667440863,7.7661161947e-09,60
324,9.72407451994,60,0.162067908666,6.61021204288e-09,60
325,9.26094264334,60,0.154349044056,5.99555267899e-09,60
326,9.50361590446,60,0.158393598408,6.31388381006e-09,60
327,9.36410169903,60,0.15606836165,6.129867367e-09,60
328,9.57780396285,60,0.159630066048,6.4128446852e-09,60
329,8.87060714006,60,0.147843452334,5.50079582909e-09,60
330,9.73115696509,60,0.162185949418,6.61984453044e-09,60
331,9.45511417744,60,0.157585236291,6.24960241687e-09,60
332,9.52116292105,60,0.158686048684,6.33722063333e-09,60
333,9.51979229083,60,0.158663204847,6.33539620055e-09,60
334,9.82434480776,60,0.163739080129,6.7472379678e-09,60
335,9.91211906742,60,0.165201984457,6.86834109374e-09,60
336,10.3032414291,60,0.171720690486,7.4210710102e-09,60
337,11.1789321813,30,0.0931577681778,2.18403445702e-09,120
338,11.7479274847,30,0.0978993957056,2.41202251396e-09,120
339,11.0925781288,30,0.0924381510735,2.15042269845e-09,120
340,10.9478763435,30,0.0912323028626,2.09468445505e-09,120
341,10.7144341315,60,0.178573902191,8.02522676469e-09,60
342,10.2676037602,60,0.171126729337,7.36982261637e-09,60
343,9.99004126322,60,0.16650068772,6.97675381282e-09,60
344,10.0918680164,60,0.168197800273,7.11970433012e-09,60
345,9.89505696182,60,0.16491761603,6.84471597384e-09,60
346,9.79031422462,60,0.163171903744,6.70057536191e-09,60
347,9.15662211628,60,0.152610368605,5.86123882451e-09,60
348,9.36833771276,60,0.156138961879,6.13541452493e-09,60
349,9.20488825848,60,0.153414804308,5.92319289202e-09,60
350,9.15186295223,60,0.152531049204,5.85514763769e-09,60
351,9.18659858339,60,0.15310997639,5.89967807165e-09,60
352,8.84077948312,60,0.147346324719,5.46386487418e-09,60
353,8.83000040275,60,0.147166673379,5.45054941151e-09,60
354,9.11215339091,60,0.151869223182,5.80444737485e-09,60
355,8.84738285387,60,0.147456380898,5.47203008178e-09,60
356,9.7580903637,60,0.162634839395,6.65653937564e-09,60
357,9.7730208587,60,0.162883680978,6.67692481114e-09,60
358,9.73222110974,60,0.162203685162,6.62129242761e-09,60
359,10.2508247147,60,0.170847078579,7.34575516071e-09,60
360,10.6246027218,60,0.177076712031,7.89122149955e-09,60
361,10.6024071818,60,0.176706786363,7.85828530852e-09,60
362,11.0171875619,30,0.0918098963494,2.12129138997e-09,120
363,10.6962232605,60,0.178270387675,7.99796967061e-09,60
364,11.3544179085,30,0.0946201492377,2.25314215186e-09,120
365,10.7154241438,60,0.178590402397,8.02670989306e-09,60
366,9.92999749664,60,0.165499958277,6.89314020918e-09,60
367,10.4211451013,60,0.173685751689,7.59188673565e-09,60
368,9.67993184627,60,0.161332197438,6.5503338235e-09,60
369,9.4707590044,60,0.157845983407,6.27030123382e-09,60
370,9.46892339841,60,0.157815389974,6.26787087168e-09,60
371,9.37689496007,60,0.156281582668,6.14662809118e-09,60
372,9.42636929318,60,0.157106154886,6.21166082822e-09,60
373,9.34446739861,60,0.15574112331,6.10418856029e-09,60
374,8.88331728482,60,0.14805528808,5.51657062314e-09,60
375,8.86865930533,60,0.147810988422,5.49838033157e-09,60
376,9.13548610003,60,0.152258101667,5.83421133357e-09,60
377,9.06265181635,60,0.151044196939,5.74155360711e-09,60
378,9.33598564877,60,0.155599760813,6.0931123371e-09,60
379,9.83409328238,60,0.163901554706,6.76063487375e-09,60
380,10.0973270052,60,0.16828878342,7.12740892911e-09,60
381,10.3266172033,60,0.172110286722,7.45478274405e-09,60
382,10.4702887693,60,0.174504812821,7.66365866991e-09,60
383,10.7385328535,60,0.178975547559,8.06136776857e-09,60
384,10.8042144399,30,0.0900351203322,2.04007077181e-09,120
385,10.5157618111,60,0.175262696851,7.73037060768e-09,60
386,10.6755017782,60,0.177925029637,7.96701121904e-09,60
387,12.222563844,30,0.1018546987,2.61085932215e-09,120
388,13.1934012451,30,0.109945010376,3.04209228193e-09,120
389,13.4372136609,30,0.111976780507,3.15556614891e-09,120
390,11.280794075,30,0.0940066172921,2.2240174267e-09,120
391,10.3921881703,60,0.173203136172,7.54975464559e-09,60
392,10.8105471035,30,0.0900878925294,2.04246296206e-09,120
393,10.2758602125,60,0.171264336874,7.38167992111e-09,60
394,10.2798827961,60,0.171331379934,7.38746031048e-09,60
395,10.1354635664,60,0.168924392773,7.18134957595e-09,60
396,9.62054252232,60,0.160342375372,6.4702038131e-09,60
397,9.75594735122,60,0.16259912252,6.65361595928e-09,60
398,9.58643745656,60,0.159773957609,6.42441105423e-09,60
399,9.22465958191,60,0.153744326365,5.94866525619e-09,60
400,9.04006252142,60,0.15066770869,5.71296682917e-09,60
401,9.31070879141,60,0.155178479857,6.06016322118e-09,60
402,9.41847341743,60,0.156974556957,6.20125895259e-09,60
403,9.98459867624,60,0.166409977937,6.96915399517e-09,60
404,9.96471665172,60,0.166078610862,6.94142670455e-09,60
405,9.72698988957,60,0.16211649816,6.61417624539e-09,60
406,10.6299807963,60,0.177166346606,7.89921244653e-09,60
407,10.2760539082,60,0.171267565137,7.38195820704e-09,60
408,10.4766643906,60,0.174611073176,7.67299469929e-09,60
409,12.2985649196,30,0.102488040996,2.64342941819e-09,120
410,12.4857491245,30,0.104047909371,2.72450777632e-09,120
411,12.8177361976,30,0.106814468314,2.87131937298e-09,120
412,13.4999434222,30,0.112499528518,3.18509756255e-09,120
413,12.1489806562,30,0.101241505469,2.57951777047e-09,120
414,10.1997534126,60,0.169995890209,7.27274196535e-09,60
415,10.020886324,60,0.167014772067,7.01990290722e-09,60
416,9.87420356057,60,0.164570059343,6.81589649263e-09,60
417,10.2169700151,60,0.170282833585,7.29731463449e-09,60
418,10.1001326165,60,0.168335543608,7.13137027789e-09,60
419,9.45516955616,60,0.157586159269,6.24967562508e-09,60
420,9.16755369355,60,0.152792561559,5.87524198651e-09,60
421,9.13833062183,60,0.152305510364,5.83784510298e-09,60
422,9.13471246397,60,0.152245207733,5.83322323832e-09,60
423,9.12825458409,60,0.152137576402,5.82497843819e-09,60
424,9.0926210849,60,0.151543684748,5.77958986289e-09,60
425,9.08121980093,60,0.151353663349,5.76510483557e-09,60
426,9.07734199894,60,0.151289033316,5.76018233346e-09,60
427,9.06804068672,60,0.151134011445,5.74838376846e-09,60
428,9.45389444837,60,0.157564907473,6.24799009789e-09,60
429,10.437163973,60,0.173952732883,7.6152444237e-09,60
430,10.6517130476,60,0.177528550793,7.93154423598e-09,60
431,11.3232065402,30,0.0943600545017,2.24077216579e-09,120
432,12.2026225491,30,0.101688521243,2.60234696012e-09,120
433,11.8821510964,30,0.0990179258032,2.46745354154e-09,120
434,14.3796628908,30,0.11983052409,3.61373458855e-09,120
435,13.5331081904,30,0.112775901587,3.20076618744e-09,120
436,13.0822823761,30,0.1090190198,2.99106520631e-09,120
437,11.7702970627,30,0.0980858088556,2.42121686682e-09,120
438,10.8282431692,30,0.0902353597433,2.04915515636e-09,120
439,10.3720615896,60,0.17286769316,7.52053970021e-09,60
440,10.8201061605,30,0.0901675513377,2.04607659078e-09,120
441,10.4873172156,60,0.17478862026,7.68860665814e-09,60
442,10.0055154974,60,0.166758591623,6.99838406086e-09,60
443,9.66499416113,60,0.161083236019,6.53013299377e-09,60
444,9.4253273784,60,0.15708878964,6.2102877304e-09,60
445,9.31912421227,60,0.155318736871,6.07112304661e-09,60
446,9.14284157384,60,0.152380692897,5.84360999372e-09,60
447,9.13652624103,60,0.15227543735,5.83553994329e-09,60
448,9.13425667064,60,0.152237611177,5.83264113398e-09,60
449,9.11807358432,60,0.151967893072,5.81199215876e-09,60
450,9.26725421327,60,0.154454236888,6.00372770962e-09,60
451,9.67873135531,60,0.161312189255,6.54870919864e-09,60
452,9.78056575726,60,0.163009429288,6.68723813531e-09,60
453,9.82118836045,60,0.163686472674,6.74290304669e-09,60
454,10.7809653012,60,0.17968275502,8.12520132744e-09,60
455,10.8093022636,30,0.0900775188637,2.04199260788e-09,120
456,11.178297723,30,0.0931524810249,2.18378655507e-09,120
457,11.3125545017,30,0.0942712875141,2.23655824205e-09,120
458,12.12439035,30,0.10103658625,2.56908612366e-09,120
459,11.9125669992,30,0.0992713916598,2.48010207338e-09,120
460,13.2533765801,30,0.110444804834,3.06981298827e-09,120
461,13.7136065177,30,0.114280054315,3.28671624444e-09,120
462,13.0352611998,30,0.108627176665,2.96960249124e-09,120
