scenario,event_count,interleave_depth,m,p_m,g_D_limit,h_required_max,h_required_max_capped,interpretation
csv_logical_example,1000000,1,2,0.005,1.00503358535e-08,2.0100671707e-06,2.0100671707e-06,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,1,3,0.0005,1.00503358535e-08,2.0100671707e-05,2.0100671707e-05,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,2,2,0.005,1.00503358535e-08,2.0100671707e-06,2.0100671707e-06,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,2,3,0.0005,1.00503358535e-08,2.0100671707e-05,2.0100671707e-05,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,3,2,0.005,1.00503358535e-08,2.0100671707e-06,2.0100671707e-06,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,3,3,0.0005,1.00503358535e-08,2.0100671707e-05,2.0100671707e-05,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,4,2,0.005,1.00503358535e-08,2.0100671707e-06,2.0100671707e-06,logical mapping must suppress this class below the listed h_m limit
csv_logical_example,1000000,4,3,0.0005,1.00503358535e-08,2.0100671707e-05,2.0100671707e-05,logical mapping must suppress this class below the listed h_m limit
