scenario,description,event_count,interleave_depth,hmd_mode,hmd_source,p1,p2,p3,p4,p5,pm_json,hmd_json,g_D,g_D_limit,E_inst,E_residual,residual_fraction,pass_criterion,required_action
csv_logical_example,CSV p_m with table h_m logical round-robin example.,1000000,1,table,data/mbu_hmd_logical_round_robin.csv,0.9945,0.005,0.0005,0,0,"{""1"": 0.9945, ""2"": 0.005, ""3"": 0.0005}","{""1"": 0.0, ""2"": 1.0, ""3"": 1.0}",0.0055,1.00503358535e-08,5500,-5499.98994966,-547244.393604,no,increase interleaving or reduce instant MBU mapping probability
csv_logical_example,CSV p_m with table h_m logical round-robin example.,1000000,2,table,data/mbu_hmd_logical_round_robin.csv,0.9945,0.005,0.0005,0,0,"{""1"": 0.9945, ""2"": 0.005, ""3"": 0.0005}","{""1"": 0.0, ""2"": 0.0, ""3"": 1.0}",0.0005,1.00503358535e-08,500,-499.989949664,-49748.5812367,no,increase interleaving or reduce instant MBU mapping probability
csv_logical_example,CSV p_m with table h_m logical round-robin example.,1000000,3,table,data/mbu_hmd_logical_round_robin.csv,0.9945,0.005,0.0005,0,0,"{""1"": 0.9945, ""2"": 0.005, ""3"": 0.0005}","{""1"": 0.0, ""2"": 0.0, ""3"": 0.0}",0,1.00503358535e-08,0,0.0100503358535,1,yes,scrubbing may optimize only accumulated risk
csv_logical_example,CSV p_m with table h_m logical round-robin example.,1000000,4,table,data/mbu_hmd_logical_round_robin.csv,0.9945,0.005,0.0005,0,0,"{""1"": 0.9945, ""2"": 0.005, ""3"": 0.0005}","{""1"": 0.0, ""2"": 0.0, ""3"": 0.0}",0,1.00503358535e-08,0,0.0100503358535,1,yes,scrubbing may optimize only accumulated risk
