strategy,run_count,corrected_mean,corrected_min,corrected_max,corrected_stddev,uncorrectable_detections_mean,uncorrectable_detections_min,uncorrectable_detections_max,uncorrectable_detections_stddev,unique_uncorrectable_words_mean,unique_uncorrectable_words_min,unique_uncorrectable_words_max,unique_uncorrectable_words_stddev,reads_mean,reads_min,reads_max,reads_stddev,writes_mean,writes_min,writes_max,writes_stddev,interval_switches_mean,interval_switches_min,interval_switches_max,interval_switches_stddev,memory_busy_cycles_mean,memory_busy_cycles_min,memory_busy_cycles_max,memory_busy_cycles_stddev,busy_percent_mean,busy_percent_min,busy_percent_max,busy_percent_stddev
fixed,30,507.533333,478.000000,531.000000,14.414393,852.766667,482.000000,1339.000000,259.333853,4.200000,0.000000,8.000000,1.447947,10112.000000,10112.000000,10112.000000,0.000000,507.533333,478.000000,531.000000,14.414393,0.000000,0.000000,0.000000,0.000000,10619.533333,10590.000000,10643.000000,14.414393,21.186667,21.100000,21.200000,0.034575
table,30,442.633333,401.000000,471.000000,17.375137,788.666667,478.000000,1180.000000,177.442430,4.600000,1.000000,9.000000,2.010318,4880.000000,4880.000000,4880.000000,0.000000,442.633333,401.000000,471.000000,17.375137,1295.000000,1295.000000,1295.000000,0.000000,5322.633333,5281.000000,5351.000000,17.375137,10.600000,10.500000,10.700000,0.037139
threshold,30,458.666667,428.000000,494.000000,17.434277,800.966667,433.000000,1193.000000,196.465928,4.433333,1.000000,10.000000,1.959650,5504.000000,5504.000000,5504.000000,0.000000,458.666667,428.000000,494.000000,17.434277,776.000000,776.000000,776.000000,0.000000,5962.666667,5932.000000,5998.000000,17.434277,11.880000,11.800000,11.900000,0.040684
